"city","date","year","month","new_house_mom","new_house_yoy","second_hand_mom","second_hand_yoy","first_tier_city"
"北海","2025-07",2025,7,99.4,93.3,99.4,93.7,0
"南京","2025-07",2025,7,99.5,99.6,99.2,93.9,0
"南充","2025-07",2025,7,99.5,97.5,99.8,96.2,0
"南宁","2025-07",2025,7,100,98.4,99.4,93.1,0
"南昌","2025-07",2025,7,99.4,94.9,99.6,93.5,0
"厦门","2025-07",2025,7,99.4,98.2,99.3,94.2,0
"合肥","2025-07",2025,7,99.9,98.3,99.4,92.6,0
"吉林","2025-07",2025,7,99.5,94.8,99.7,95.6,0
"呼和浩特","2025-07",2025,7,99.7,94.4,99.4,91.3,0
"哈尔滨","2025-07",2025,7,99.7,96.4,99.4,93.7,0
"唐山","2025-07",2025,7,99.6,93.5,99.3,90.6,0
"大理","2025-07",2025,7,99.8,94.7,99.6,94.8,0
"大连","2025-07",2025,7,100,97.3,99.6,93.8,0
"天津","2025-07",2025,7,99.7,98.1,99.4,96.8,0
"太原","2025-07",2025,7,99.8,101,100.2,95.4,0
"宁波","2025-07",2025,7,99.4,99.1,99.2,94.2,0
"安庆","2025-07",2025,7,99.8,95.6,99.5,92.8,0
"宜昌","2025-07",2025,7,100.2,98.4,99.5,94.6,0
"岳阳","2025-07",2025,7,99.8,94.8,99.6,94.3,0
"常德","2025-07",2025,7,100.1,95.9,99.3,92.4,0
"平顶山","2025-07",2025,7,99.9,99.2,99.7,95.4,0
"广州","2025-07",2025,7,99.7,95.4,99,94,1
"徐州","2025-07",2025,7,100,95.7,99,92.3,0
"惠州","2025-07",2025,7,99.8,96.3,99.5,91.5,0
"成都","2025-07",2025,7,99.8,100.1,99.6,99.7,0
"扬州","2025-07",2025,7,99.2,94,99.6,91.5,0
"无锡","2025-07",2025,7,99.8,96,99.3,95,0
"昆明","2025-07",2025,7,99.8,93.1,99.6,91.9,0
"杭州","2025-07",2025,7,99.7,102.1,99.3,97.3,0
"桂林","2025-07",2025,7,99.5,96.7,99.4,95.1,0
"武汉","2025-07",2025,7,99.3,96.4,98.9,94.4,0
"沈阳","2025-07",2025,7,99.8,98.9,99.7,95.3,0
"泉州","2025-07",2025,7,99.4,95.5,99.7,92.3,0
"泸州","2025-07",2025,7,99.6,94,99.4,94.2,0
"洛阳","2025-07",2025,7,99.7,95.7,99.6,95.3,0
"济南","2025-07",2025,7,99.7,96,99.6,94.1,0
"济宁","2025-07",2025,7,99.8,96.3,99.3,94.8,0
"海口","2025-07",2025,7,99.2,94.9,99.4,95.9,0
"深圳","2025-07",2025,7,99.4,97.8,99.1,97.5,1
"温州","2025-07",2025,7,99.9,94.3,99.6,91.8,0
"湛江","2025-07",2025,7,99.8,97.9,99.3,94.4,0
"烟台","2025-07",2025,7,99.7,95.6,99.2,93.3,0
"牡丹江","2025-07",2025,7,99.9,96,99.8,94.1,0
"石家庄","2025-07",2025,7,99.6,96.9,99.3,94.2,0
"福州","2025-07",2025,7,99.5,95.2,99.4,92.9,0
"秦皇岛","2025-07",2025,7,99.5,94.4,99.2,90.6,0
"蚌埠","2025-07",2025,7,99.7,95,99.6,95.2,0
"襄阳","2025-07",2025,7,99.3,95.3,99.2,91.6,0
"西宁","2025-07",2025,7,99.7,95.6,100,96,0
"西安","2025-07",2025,7,99.7,95.8,99.1,93.1,0
"贵阳","2025-07",2025,7,99.5,96.2,99.4,95.3,0
"赣州","2025-07",2025,7,99.6,97.7,99.4,97.7,0
"遵义","2025-07",2025,7,99.9,97.1,99.7,94.3,0
"郑州","2025-07",2025,7,99.4,96.4,99.3,91.9,0
"重庆","2025-07",2025,7,99.5,97.9,99.5,96,0
"金华","2025-07",2025,7,99.7,94.6,99.5,92.5,0
"银川","2025-07",2025,7,99.5,96.8,99.7,95.6,0
"锦州","2025-07",2025,7,99.7,96.1,99.6,93,0
"长春","2025-07",2025,7,100.1,96.1,99.5,93.7,0
"长沙","2025-07",2025,7,99.6,97.3,99.3,93.3,0
"青岛","2025-07",2025,7,99.6,98.2,99.4,95.1,0
"韶关","2025-07",2025,7,99.9,95.8,99.5,94.2,0
"三亚","2025-08",2025,8,99.7,99.2,99.6,93.3,0
"上海","2025-08",2025,8,100.4,105.9,99,97.4,1
"丹东","2025-08",2025,8,99.6,95.7,99.4,93.5,0
"乌鲁木齐","2025-08",2025,8,100.1,100.6,99.8,95.3,0
"九江","2025-08",2025,8,99.8,97.1,99.9,94.5,0
"兰州","2025-08",2025,8,99.6,95.9,99.4,94.5,0
"包头","2025-08",2025,8,99.1,94.2,99.2,92.1,0
"北京","2025-08",2025,8,99.6,96.5,98.8,96.9,1
"北海","2025-08",2025,8,99.5,94,99.6,94.4,0
"南京","2025-08",2025,8,99.4,98.7,99.3,93.8,0
"南充","2025-08",2025,8,99.7,97.7,99.4,96.6,0
"南宁","2025-08",2025,8,100.3,99.5,99.6,93.6,0
"南昌","2025-08",2025,8,99.7,95.2,99.1,93.5,0
"厦门","2025-08",2025,8,99.5,98.7,99.1,95.4,0
"合肥","2025-08",2025,8,100.2,99.2,99.1,92.8,0
"吉林","2025-08",2025,8,100.2,96.1,99.6,95.1,0
"呼和浩特","2025-08",2025,8,99.8,94.5,99.7,91.9,0
"哈尔滨","2025-08",2025,8,99.6,96.4,99.6,93.7,0
"唐山","2025-08",2025,8,99.4,93.8,99.4,91,0
"大理","2025-08",2025,8,99.4,95.8,99.3,95.1,0
"大连","2025-08",2025,8,99.7,97.2,99.4,93.9,0
"天津","2025-08",2025,8,99.5,98.2,99.6,97,0
"太原","2025-08",2025,8,99.7,101,99.8,95.7,0
"宁波","2025-08",2025,8,99.6,99.3,99.1,94.9,0
"安庆","2025-08",2025,8,99.8,96.3,99.2,93,0
"宜昌","2025-08",2025,8,100.4,99.7,99.6,94.9,0
"岳阳","2025-08",2025,8,99.6,95.4,99.5,94.7,0
"常德","2025-08",2025,8,99.6,96.1,99,91.8,0
"平顶山","2025-08",2025,8,100,99.3,99.5,95.7,0
"广州","2025-08",2025,8,99.8,95.7,99.1,93.8,1
"徐州","2025-08",2025,8,99.8,95.9,99.5,92.6,0
"惠州","2025-08",2025,8,99.1,96.7,99.2,92.8,0
"成都","2025-08",2025,8,99.8,101,99.3,99.6,0
"扬州","2025-08",2025,8,99.3,94.1,99.7,92.8,0
"无锡","2025-08",2025,8,99.5,96.2,99.2,95.3,0
"昆明","2025-08",2025,8,99.7,94.6,99.5,92.6,0
"杭州","2025-08",2025,8,100.4,102.6,99.9,97.9,0
"桂林","2025-08",2025,8,99.8,97,99.5,94.8,0
"武汉","2025-08",2025,8,99.5,96.7,99.1,94.2,0
"沈阳","2025-08",2025,8,100.2,99.8,99.6,95.7,0
"泉州","2025-08",2025,8,99.7,97.1,99.7,93.4,0
"泸州","2025-08",2025,8,99.5,94.1,99.1,93.8,0
"洛阳","2025-08",2025,8,99.6,96,99.4,95.2,0
"济南","2025-08",2025,8,99.4,96.3,99.4,95.3,0
"济宁","2025-08",2025,8,99.5,96.4,99.1,94.6,0
"海口","2025-08",2025,8,100,95.5,99.3,96.8,0
"深圳","2025-08",2025,8,99.6,98.3,99.2,98.1,1
"温州","2025-08",2025,8,99.6,95.6,99.5,93,0
"湛江","2025-08",2025,8,99.4,97.7,99.5,94.7,0
"烟台","2025-08",2025,8,99.6,95.7,99.2,93.3,0
"牡丹江","2025-08",2025,8,99.8,96.4,99.9,94.8,0
"石家庄","2025-08",2025,8,99.5,96.7,99.4,94.9,0
"福州","2025-08",2025,8,100,97,99.5,94.3,0
"秦皇岛","2025-08",2025,8,99.6,94.7,99.5,91.3,0
"蚌埠","2025-08",2025,8,99.7,95.5,99.3,95.4,0
"襄阳","2025-08",2025,8,100,95.9,99.6,92.4,0
"西宁","2025-08",2025,8,100.1,96.2,99.8,96.3,0
"西安","2025-08",2025,8,99.4,95.3,98.9,93,0
"贵阳","2025-08",2025,8,99.4,96.3,99.6,95.3,0
"赣州","2025-08",2025,8,99.5,98.5,99.1,97,0
"遵义","2025-08",2025,8,99.5,97,99.8,94.7,0
"郑州","2025-08",2025,8,99.6,96.5,99.1,91.7,0
"重庆","2025-08",2025,8,99.3,97.6,99.2,96.4,0
"金华","2025-08",2025,8,99.9,96.2,99.6,93.9,0
"银川","2025-08",2025,8,99.8,97.2,99.5,95.4,0
"锦州","2025-08",2025,8,99.8,96.5,99.7,93.3,0
"长春","2025-08",2025,8,99.8,96.5,100.1,94.5,0
"长沙","2025-08",2025,8,99.7,98.1,99.2,93.3,0
"青岛","2025-08",2025,8,99.7,98.5,99,95,0
"韶关","2025-08",2025,8,99.8,96.6,99.7,94.8,0
"三亚","2025-09",2025,9,100,100.1,99.2,94.2,0
"上海","2025-09",2025,9,100.3,105.6,99,97.6,1
"丹东","2025-09",2025,9,99.7,96.1,99.6,94,0
"乌鲁木齐","2025-09",2025,9,99.8,100.6,99.4,95.6,0
"九江","2025-09",2025,9,99.1,96.5,98.9,94.9,0
"兰州","2025-09",2025,9,99.7,96,99.3,94.3,0
"包头","2025-09",2025,9,99,94.1,99.1,92.5,0
"北京","2025-09",2025,9,100.2,97.4,99.1,97.3,1
"北海","2025-09",2025,9,99.3,94.3,99.5,94.6,0
"南京","2025-09",2025,9,99.4,98.1,99.2,94.1,0
"南充","2025-09",2025,9,99.8,97.8,99.6,96.9,0
"南宁","2025-09",2025,9,99.5,100.2,99.3,94.1,0
"南昌","2025-09",2025,9,99.3,95.8,99.7,94.7,0
"厦门","2025-09",2025,9,99.3,99.1,98.9,96,0
"合肥","2025-09",2025,9,100,99.9,99.5,93.5,0
"吉林","2025-09",2025,9,99.5,96.1,99.7,95.3,0
"呼和浩特","2025-09",2025,9,99.7,94.7,99.6,92.6,0
"哈尔滨","2025-09",2025,9,99.9,97.2,99.8,94.2,0
"唐山","2025-09",2025,9,99.5,94.2,99.2,91.4,0
"大理","2025-09",2025,9,99.5,95.7,99.7,95.4,0
"大连","2025-09",2025,9,99.6,97.6,99.3,94.3,0
"天津","2025-09",2025,9,99.4,98.8,99.4,96.8,0
"太原","2025-09",2025,9,99.9,100.6,99.5,95.4,0
"宁波","2025-09",2025,9,99.3,99.2,99,94.7,0
"安庆","2025-09",2025,9,99.5,96.4,99.5,93.3,0
"宜昌","2025-09",2025,9,99.9,100.2,99.8,95.2,0
"岳阳","2025-09",2025,9,99.5,95.7,99.7,94.9,0
"常德","2025-09",2025,9,99.4,96.4,99.3,92.8,0
"平顶山","2025-09",2025,9,99.8,99.9,99,95.3,0
"广州","2025-09",2025,9,99.4,95.9,99.2,94,1
"徐州","2025-09",2025,9,99.4,95.2,99.2,92.8,0
"惠州","2025-09",2025,9,100.1,97.3,99.4,93,0
"成都","2025-09",2025,9,99.4,101.3,99.4,99.7,0
"扬州","2025-09",2025,9,99.3,93.8,98.8,93,0
"无锡","2025-09",2025,9,99.7,96.4,99.5,95.9,0
"昆明","2025-09",2025,9,99.5,95.1,99.3,92.8,0
"杭州","2025-09",2025,9,100.3,103.6,99.3,98.7,0
"桂林","2025-09",2025,9,99.6,97.3,99.3,94.6,0
"武汉","2025-09",2025,9,99.6,97.5,99.1,93.7,0
"沈阳","2025-09",2025,9,99.7,100,99.4,96.2,0
"泉州","2025-09",2025,9,99.8,97.6,99.6,94.4,0
"泸州","2025-09",2025,9,99.4,95,99.3,94.2,0
"洛阳","2025-09",2025,9,99.7,97.1,99.7,96,0
"济南","2025-09",2025,9,99.6,97.6,99.3,95.2,0
"济宁","2025-09",2025,9,99.7,96.5,99.5,94.4,0
"海口","2025-09",2025,9,99,95.1,99.2,96.6,0
"深圳","2025-09",2025,9,99,98.2,99,98.3,1
"温州","2025-09",2025,9,99.2,96.3,99.3,93.7,0
"湛江","2025-09",2025,9,99.8,98.3,99.2,94.7,0
"烟台","2025-09",2025,9,99.8,96.1,99.5,93.5,0
"牡丹江","2025-09",2025,9,99.7,96.8,99.9,95.8,0
"石家庄","2025-09",2025,9,99.4,96.4,99.3,95,0
"福州","2025-09",2025,9,99.6,98,99.3,94.7,0
"秦皇岛","2025-09",2025,9,99.7,95.1,99.4,91.6,0
"蚌埠","2025-09",2025,9,99.9,96.2,99.6,95.5,0
"襄阳","2025-09",2025,9,99.3,95.7,99.7,93,0
"西宁","2025-09",2025,9,99.7,96.3,99.9,96.7,0
"西安","2025-09",2025,9,99.1,95,98.8,92.6,0
"贵阳","2025-09",2025,9,99.6,96.7,99.4,95.1,0
"赣州","2025-09",2025,9,99,98.2,98.8,96.1,0
"遵义","2025-09",2025,9,99.6,97.2,99.4,95.1,0
"郑州","2025-09",2025,9,99.4,96.7,99,91.8,0
"重庆","2025-09",2025,9,99.6,97.8,99.1,96.6,0
"金华","2025-09",2025,9,99.7,97.4,99.5,95,0
"银川","2025-09",2025,9,99.4,96.8,99.5,95.2,0
"锦州","2025-09",2025,9,99.9,97,99.6,93.6,0
"长春","2025-09",2025,9,100.1,97.2,99.6,94.8,0
"长沙","2025-09",2025,9,99.6,98.4,99.2,93.4,0
"青岛","2025-09",2025,9,99.5,98.7,99.4,95.5,0
"韶关","2025-09",2025,9,99.9,96.8,99.6,95.1,0
"三亚","2025-10",2025,10,99.5,99.9,98.9,94,0
"上海","2025-10",2025,10,100.3,105.7,99.1,96.6,1
"丹东","2025-10",2025,10,99.9,96.4,99.9,95.4,0
"乌鲁木齐","2025-10",2025,10,100.2,100.9,99.6,95.7,0
"九江","2025-10",2025,10,99.1,95.9,99.2,94.7,0
"兰州","2025-10",2025,10,99.8,96.6,99.7,95.3,0
"包头","2025-10",2025,10,99.3,94.1,99,92.8,0
"北京","2025-10",2025,10,99.9,98,98.9,95.3,1
"北海","2025-10",2025,10,99.6,94.6,99.4,94.3,0
"南京","2025-10",2025,10,99.3,98,99.1,93.6,0
"南充","2025-10",2025,10,99.8,97.9,99.7,96.9,0
"南宁","2025-10",2025,10,99.4,100.6,99.5,94.5,0
"南昌","2025-10",2025,10,99.6,95.9,98.9,93.8,0
"厦门","2025-10",2025,10,99.6,98.6,99,94.9,0
"合肥","2025-10",2025,10,100.1,100.4,99.3,93.5,0
"吉林","2025-10",2025,10,99.7,96.3,99.3,95.3,0
"呼和浩特","2025-10",2025,10,99.9,95.4,99.5,93.2,0
"哈尔滨","2025-10",2025,10,99.7,97.6,99.5,94.4,0
"唐山","2025-10",2025,10,99.3,94.2,99.2,91.7,0
"大理","2025-10",2025,10,99.6,95.8,99.2,95.2,0
"大连","2025-10",2025,10,99.9,98.1,99.5,94.8,0
"天津","2025-10",2025,10,99.3,98.5,99.5,96.6,0
"太原","2025-10",2025,10,99.6,100,99.7,95.9,0
"宁波","2025-10",2025,10,99.6,99.9,99.1,94,0
"安庆","2025-10",2025,10,99.7,96.3,99.6,93.1,0
"宜昌","2025-10",2025,10,99.8,100.5,99.6,96.1,0
"岳阳","2025-10",2025,10,99.4,95.6,99.2,95,0
"常德","2025-10",2025,10,99.3,96.6,99.1,92.4,0
"平顶山","2025-10",2025,10,99.9,99.5,99.1,94.7,0
"广州","2025-10",2025,10,99.2,95.8,99.1,93.6,1
"徐州","2025-10",2025,10,99.1,95.4,98.8,92.1,0
"惠州","2025-10",2025,10,99.1,97.2,99.6,93.2,0
"成都","2025-10",2025,10,99,100.7,99.2,98.5,0
"扬州","2025-10",2025,10,99.4,94.6,99.1,92.4,0
"无锡","2025-10",2025,10,99.4,96.2,99,95,0
"昆明","2025-10",2025,10,99.1,95.2,99.4,93.1,0
"杭州","2025-10",2025,10,100.1,104,99.7,97.6,0
"桂林","2025-10",2025,10,99.5,96.6,99.5,94.4,0
"武汉","2025-10",2025,10,99.4,97.9,99.3,93.1,0
"沈阳","2025-10",2025,10,100.2,100,99.8,96.1,0
"泉州","2025-10",2025,10,99.6,97.5,99.5,95.2,0
"泸州","2025-10",2025,10,99.4,95.2,99,94.2,0
"洛阳","2025-10",2025,10,99.6,97.1,99.1,95.7,0
"济南","2025-10",2025,10,99.3,97.6,99.4,95.4,0
"济宁","2025-10",2025,10,99.7,96.7,99.7,94.1,0
"海口","2025-10",2025,10,99.7,95.6,99.4,96.5,0
"深圳","2025-10",2025,10,99.3,97.4,99.1,96.7,1
"温州","2025-10",2025,10,99.3,96.2,99.1,93.4,0
"湛江","2025-10",2025,10,99,98.1,99.2,94.4,0
"烟台","2025-10",2025,10,99.6,96,99.1,93,0
"牡丹江","2025-10",2025,10,99.7,97.4,99.6,95.8,0
"石家庄","2025-10",2025,10,99.5,96.3,99.5,95.1,0
"福州","2025-10",2025,10,99.4,98.1,99.5,94.3,0
"秦皇岛","2025-10",2025,10,99.8,95.3,99.6,92.3,0
"蚌埠","2025-10",2025,10,99.6,96.3,99.5,95.2,0
"襄阳","2025-10",2025,10,99.2,95.9,99.1,93.1,0
"西宁","2025-10",2025,10,99.4,96.4,99.9,97,0
"西安","2025-10",2025,10,99.2,94.8,99,92.6,0
"贵阳","2025-10",2025,10,99.4,96.7,99.5,95.1,0
"赣州","2025-10",2025,10,99.8,98,99.6,95.9,0
"遵义","2025-10",2025,10,99.4,97.2,99.5,95,0
"郑州","2025-10",2025,10,99.2,96.8,99.2,91.8,0
"重庆","2025-10",2025,10,99.4,97.4,99.2,95.4,0
"金华","2025-10",2025,10,99.2,97.1,99.3,94.9,0
"银川","2025-10",2025,10,99.6,96.5,99.3,94.7,0
"锦州","2025-10",2025,10,99.6,97.1,99.8,94.4,0
"长春","2025-10",2025,10,99.7,97.1,99.4,94.8,0
"长沙","2025-10",2025,10,99.4,98.7,99,93,0
"青岛","2025-10",2025,10,99.6,98.9,99.2,95.3,0
"韶关","2025-10",2025,10,100.2,97.3,99.4,94.9,0
"三亚","2025-11",2025,11,99.5,99.8,98.8,93.4,0
"上海","2025-11",2025,11,100.1,105.1,99.2,95.4,1
"丹东","2025-11",2025,11,99.7,96.5,99.8,96.4,0
"乌鲁木齐","2025-11",2025,11,99.9,100.8,99.7,95.7,0
"九江","2025-11",2025,11,99.3,96.2,99.1,94.2,0
"兰州","2025-11",2025,11,99.7,96.5,99.4,94.9,0
"包头","2025-11",2025,11,99.4,93.9,99.1,92.6,0
"北京","2025-11",2025,11,99.5,97.9,98.7,93.2,1
"北海","2025-11",2025,11,99.1,94.2,99.5,94.2,0
"南京","2025-11",2025,11,100.2,98.1,99,92.7,0
"南充","2025-11",2025,11,99.6,97.3,99.1,96.3,0
"南宁","2025-11",2025,11,99.3,99.9,99.2,94.2,0
"南昌","2025-11",2025,11,99.7,95.7,99.2,93.5,0
"厦门","2025-11",2025,11,99.7,97.8,99,93.6,0
"合肥","2025-11",2025,11,100.3,101.3,99.1,93,0
"吉林","2025-11",2025,11,99.6,96.3,99.5,95.2,0
"呼和浩特","2025-11",2025,11,99.8,95.8,99.4,93.7,0
"哈尔滨","2025-11",2025,11,99.6,97.5,99.4,94.6,0
"唐山","2025-11",2025,11,99.4,94.3,99.4,92,0
"大理","2025-11",2025,11,99.4,95.6,99.4,95,0
"大连","2025-11",2025,11,100,98.9,99.8,95,0
"天津","2025-11",2025,11,99.6,97.8,99.3,95.7,0
"太原","2025-11",2025,11,99.3,99.3,99.2,95.4,0
"宁波","2025-11",2025,11,99.9,99.5,99.7,93.7,0
"安庆","2025-11",2025,11,100,96.5,99.7,93.3,0
"宜昌","2025-11",2025,11,99.8,100,99.5,95.9,0
"岳阳","2025-11",2025,11,99.5,95.3,99.3,94.7,0
"常德","2025-11",2025,11,99.2,96.6,99.4,92.2,0
"平顶山","2025-11",2025,11,99.9,99.3,99.4,94.4,0
"广州","2025-11",2025,11,99.5,95.7,98.8,92.8,1
"徐州","2025-11",2025,11,99.2,95,99,91,0
"惠州","2025-11",2025,11,99.2,97,99.7,93.3,0
"成都","2025-11",2025,11,99.3,99.5,99.1,96.9,0
"扬州","2025-11",2025,11,100.1,95.1,98.6,92,0
"无锡","2025-11",2025,11,99,96,99.5,94.8,0
"昆明","2025-11",2025,11,99.1,94.6,99.2,92.9,0
"杭州","2025-11",2025,11,99.8,103,99.1,95.9,0
"桂林","2025-11",2025,11,99.2,96.1,99.3,94.1,0
"武汉","2025-11",2025,11,99.5,97,99,92.3,0
"沈阳","2025-11",2025,11,100.1,100.2,99.9,96.1,0
"泉州","2025-11",2025,11,99.7,98.5,99.4,95.5,0
"泸州","2025-11",2025,11,99.3,94.8,99.2,93.9,0
"洛阳","2025-11",2025,11,99.4,96.7,99.5,95.8,0
"济南","2025-11",2025,11,99.6,97.4,99.5,95.6,0
"济宁","2025-11",2025,11,99.3,96.1,99.2,93.5,0
"海口","2025-11",2025,11,99.3,95.2,99,95.5,0
"深圳","2025-11",2025,11,99.1,96.3,99,95.2,1
"温州","2025-11",2025,11,99.5,95.8,99.2,93.9,0
"湛江","2025-11",2025,11,99.6,96.8,99.4,94.1,0
"烟台","2025-11",2025,11,99.4,95.8,99.1,92.5,0
"牡丹江","2025-11",2025,11,99.8,97.7,99.9,96.4,0
"石家庄","2025-11",2025,11,99.5,95.9,99.4,94.8,0
"福州","2025-11",2025,11,99.4,97.8,99.3,94,0
"秦皇岛","2025-11",2025,11,99.6,95.5,99.4,92.6,0
"蚌埠","2025-11",2025,11,99.9,96.6,99.8,95.4,0
"襄阳","2025-11",2025,11,100.3,96.6,99.5,93.3,0
"西宁","2025-11",2025,11,99.5,96.5,99.7,97.5,0
"西安","2025-11",2025,11,99.6,94.6,98.9,91.8,0
"贵阳","2025-11",2025,11,100.2,96.9,99.7,95.2,0
"赣州","2025-11",2025,11,99.7,97.8,99.5,95.5,0
"遵义","2025-11",2025,11,99.7,97.5,99.6,95.1,0
"郑州","2025-11",2025,11,99.4,96.5,99.3,91.6,0
"重庆","2025-11",2025,11,100.1,97.1,99.6,94.7,0
"金华","2025-11",2025,11,99.6,97.3,99.1,94.6,0
"银川","2025-11",2025,11,100,96.7,99,94.1,0
"锦州","2025-11",2025,11,99.9,96.8,99.7,95,0
"长春","2025-11",2025,11,99.6,96.5,99.7,94.6,0
"长沙","2025-11",2025,11,99.2,98.4,99.5,92.9,0
"青岛","2025-11",2025,11,99.8,98.9,99.4,95,0
"韶关","2025-11",2025,11,99.9,97.6,99.9,95.3,0
"三亚","2025-12",2025,12,100.1,99.4,99.3,93.3,0
"上海","2025-12",2025,12,100.2,104.8,99.4,93.9,1
"丹东","2025-12",2025,12,100,96.9,99.7,96.4,0
"乌鲁木齐","2025-12",2025,12,99.8,100.6,99.3,95.5,0
"九江","2025-12",2025,12,99.8,96.3,99.2,93.8,0
"兰州","2025-12",2025,12,99.2,95.9,99.4,94.5,0
"包头","2025-12",2025,12,99,93.2,99.3,92.4,0
"北京","2025-12",2025,12,99.6,97.6,98.7,91.5,1
"北海","2025-12",2025,12,99.3,93.8,99.2,93.8,0
"南京","2025-12",2025,12,100,97.5,98.8,91.6,0
"南充","2025-12",2025,12,99.5,96.4,99.2,95.7,0
"南宁","2025-12",2025,12,99.8,99.3,99.1,93.8,0
"南昌","2025-12",2025,12,99.6,95.5,99.5,93.4,0
"厦门","2025-12",2025,12,99.5,96.9,99.1,92.4,0
"合肥","2025-12",2025,12,100,101.5,99.2,92.7,0
"吉林","2025-12",2025,12,100.1,96.9,99.6,95.1,0
"呼和浩特","2025-12",2025,12,99.5,96,99.4,94.1,0
"哈尔滨","2025-12",2025,12,99.5,97.5,99.4,94.5,0
"唐山","2025-12",2025,12,99.3,94,99.2,91.7,0
"大理","2025-12",2025,12,99.8,95.6,99.3,94.6,0
"大连","2025-12",2025,12,99.8,98.9,99.3,94.6,0
"天津","2025-12",2025,12,99.4,97,99.1,94.7,0
"太原","2025-12",2025,12,99.8,99.1,99.6,95.2,0
"宁波","2025-12",2025,12,99.9,99,99.4,93.6,0
"安庆","2025-12",2025,12,99.8,96.8,99.5,93.4,0
"宜昌","2025-12",2025,12,100.1,100.4,99.5,95.4,0
"岳阳","2025-12",2025,12,99.7,95.6,99.4,94.6,0
"常德","2025-12",2025,12,99.4,96,99.3,92,0
"平顶山","2025-12",2025,12,99.5,98.7,99.2,93.8,0
"广州","2025-12",2025,12,99.4,95.2,99,92.2,1
"徐州","2025-12",2025,12,99.6,94.8,98.9,90,0
"惠州","2025-12",2025,12,99.5,96.4,99.4,93.2,0
"成都","2025-12",2025,12,99.3,98.2,98.9,95.5,0
"扬州","2025-12",2025,12,100,95.1,99.1,91.7,0
"无锡","2025-12",2025,12,99.8,95.6,99.2,94.5,0
"昆明","2025-12",2025,12,99.4,94.2,99.1,92.6,0
"杭州","2025-12",2025,12,99.7,102.2,99.6,95.7,0
"桂林","2025-12",2025,12,99.2,95.6,99.1,93.6,0
"武汉","2025-12",2025,12,100,96.6,98.8,91,0
"沈阳","2025-12",2025,12,99.7,99.7,99.8,96.3,0
"泉州","2025-12",2025,12,99.6,97.7,99.4,95.3,0
"泸州","2025-12",2025,12,99.1,94.1,99,93.3,0
"洛阳","2025-12",2025,12,99.3,96.2,99.5,95.6,0
"济南","2025-12",2025,12,99.8,97.4,99.1,94.9,0
"济宁","2025-12",2025,12,99.4,95.8,99.3,93,0
"海口","2025-12",2025,12,99.4,95.1,98.9,94.2,0
"深圳","2025-12",2025,12,99.5,95.6,99.4,94.6,1
"温州","2025-12",2025,12,99.7,95.9,99.3,93.8,0
"湛江","2025-12",2025,12,99.2,96.5,99.3,94.1,0
"烟台","2025-12",2025,12,99.7,95.9,99.3,92.4,0
"牡丹江","2025-12",2025,12,100,97.9,99.8,96.6,0
"石家庄","2025-12",2025,12,99.8,96.1,99.3,94.6,0
"福州","2025-12",2025,12,99.2,96.9,99.4,93.8,0
"秦皇岛","2025-12",2025,12,99.4,95.3,99.1,92.3,0
"蚌埠","2025-12",2025,12,99.7,96.6,99.5,95.3,0
"襄阳","2025-12",2025,12,99.6,96.5,99.4,93.1,0
"西宁","2025-12",2025,12,99.7,96.9,99.8,98.2,0
"西安","2025-12",2025,12,99.5,94.4,98.9,91,0
"贵阳","2025-12",2025,12,99.7,96.7,99.5,95,0
"赣州","2025-12",2025,12,99.3,96.8,99.4,94.5,0
"遵义","2025-12",2025,12,99.8,97.4,99.4,95,0
"郑州","2025-12",2025,12,99.1,95.2,99.2,91.2,0
"重庆","2025-12",2025,12,99.7,97.1,99,94,0
"金华","2025-12",2025,12,99.3,96.8,99.3,94.4,0
"银川","2025-12",2025,12,99.8,96.5,99.2,93.5,0
"锦州","2025-12",2025,12,99.8,97,99.8,95.5,0
"长春","2025-12",2025,12,100.2,97.2,99.8,95.2,0
"长沙","2025-12",2025,12,99.6,97.9,99.3,92.3,0
"青岛","2025-12",2025,12,99.5,98.2,99.1,94.4,0
"韶关","2025-12",2025,12,100.1,98.3,99.5,95.6,0
