"household_id","person_order","age","female","employed","bachelor","personal_income","log_income"
"2023HU0251534",2,35,0,1,0,140000,11.8494048444231
"2023HU0251548",1,48,0,1,0,36400,10.5023515257749
"2023HU0251566",1,26,0,1,0,64000,11.0666539872197
"2023HU0251566",2,25,1,0,1,0,0
"2023HU0251573",1,37,1,1,1,108000,11.5898957653227
"2023HU0251573",2,47,0,0,0,50000,10.8197982842103
"2023HU0251575",1,30,0,1,1,4e+05,12.899222326087
"2023HU0251577",1,44,1,1,1,412000,12.9287810555132
"2023HU0251622",2,26,1,0,1,0,0
"2023HU0251622",6,34,0,1,1,35000,10.463131911492
"2023HU0251622",7,62,1,1,0,24000,10.0858507751287
"2023HU0251633",1,55,0,1,0,78800,11.2746809661208
"2023HU0251633",2,44,1,0,0,21000,9.95232533461943
"2023HU0251636",1,59,0,1,0,30000,10.3089859934221
"2023HU0251636",2,53,1,0,0,0,0
"2023HU0251651",1,40,1,1,0,98000,11.4927329616823
"2023HU0251651",2,43,0,1,0,83000,11.3266079348989
"2023HU0251695",1,46,1,1,0,80000,11.2897944135779
"2023HU0251752",1,55,0,1,0,80000,11.2897944135779
"2023HU0251752",2,55,1,1,0,48000,10.7789771230064
"2023HU0251785",1,37,0,0,0,3400,8.1318247850072
"2023HU0251785",2,29,1,1,1,60000,11.002116507732
"2023HU0251787",2,42,0,1,0,135000,11.8130374648005
"2023HU0251805",1,29,1,1,0,34600,10.4516378623623
"2023HU0251839",1,64,1,0,1,1500,7.31388683163346
"2023HU0251853",1,28,1,1,0,40000,10.5966597327836
"2023HU0251853",2,30,0,1,0,57000,10.9508240905224
"2023HU0251855",1,37,0,1,1,169000,12.0376599110475
"2023HU0251855",2,39,0,1,1,38200,10.5506169722625
"2023HU0251866",1,29,1,1,0,50000,10.8197982842103
"2023HU0251875",1,30,0,1,0,41600,10.635879484422
"2023HU0251888",1,56,0,1,1,7100,8.86799089818209
"2023HU0251891",1,49,1,1,0,35500,10.4773161440809
"2023HU0251891",2,52,0,0,0,27000,10.2036291813376
"2023HU0251894",1,56,0,1,1,160000,11.9829353441964
"2023HU0251907",1,49,1,1,1,35000,10.463131911492
"2023HU0251907",2,49,0,1,0,40000,10.5966597327836
"2023HU0251919",1,38,0,1,1,150000,11.9183972397228
"2023HU0251920",1,32,1,1,1,500,6.21660610108486
"2023HU0251920",2,33,0,0,0,0,0
"2023HU0251926",1,60,1,0,0,0,0
"2023HU0251926",2,46,0,1,0,45000,10.7144399907278
"2023HU0251926",4,64,1,0,0,0,0
"2023HU0251961",1,36,1,1,1,150200,11.9197296760796
"2023HU0251961",2,48,0,1,1,40000,10.5966597327836
"2023HU0251979",1,37,1,1,1,1e+05,11.5129354649202
"2023HU0251979",2,37,0,1,1,2e+05,12.2060776455177
"2023HU0251979",4,28,1,1,1,14000,9.54688403461792
"2023HU0252012",1,51,1,1,1,81000,11.3022167792574
"2023HU0252012",2,26,1,0,0,0,0
"2023HU0252037",1,30,0,1,0,1e+05,11.5129354649202
"2023HU0252037",2,31,1,0,0,0,0
"2023HU0252037",6,60,0,1,0,10000,9.21044036697652
"2023HU0252037",7,57,1,0,0,18100,9.80372246434655
"2023HU0252037",8,57,0,0,0,0,0
"2023HU0252040",1,61,0,1,1,250000,12.4292201968364
"2023HU0252040",2,60,1,1,1,150000,11.9183972397228
"2023HU0252041",1,28,0,1,0,70000,11.1562648066437
"2023HU0252046",1,61,0,1,1,226200,12.3291792635209
"2023HU0252109",2,32,1,1,0,8000,8.98732181285012
"2023HU0252126",1,29,1,1,1,120000,11.6952553550628
"2023HU0252137",1,46,0,1,0,37100,10.5213992024102
"2023HU0252137",2,39,1,0,0,0,0
"2023HU0252147",1,39,0,1,1,75000,11.2252567257629
"2023HU0252147",2,33,1,1,1,90000,11.4075760603618
"2023HU0252148",1,35,0,1,0,40000,10.5966597327836
"2023HU0252150",1,64,0,0,0,3900,8.26898820950666
"2023HU0252150",2,59,1,1,1,18000,9.7981825908907
"2023HU0252154",1,59,1,1,0,60000,11.002116507732
"2023HU0252154",2,35,1,1,0,40200,10.6016471499196
"2023HU0252154",3,29,0,1,1,135000,11.8130374648005
"2023HU0252159",1,35,0,1,1,2e+05,12.2060776455177
"2023HU0252159",2,63,1,1,1,53000,10.8780660602808
"2023HU0252164",1,29,0,1,1,181000,12.1062578350946
"2023HU0252164",2,25,1,1,0,50000,10.8197982842103
"2023HU0252194",1,57,1,1,1,220800,12.3050171223603
"2023HU0252194",2,30,1,1,0,32000,10.3735224312936
"2023HU0252194",3,28,1,0,1,4000,8.29429960885724
"2023HU0252219",1,41,0,1,1,130000,11.7752974217158
"2023HU0252219",2,43,1,1,0,60000,11.002116507732
"2023HU0252227",2,64,1,0,1,69000,11.141876276228
"2023HU0252227",3,42,0,1,0,150000,11.9183972397228
"2023HU0252251",1,27,0,1,1,1e+05,11.5129354649202
"2023HU0252262",1,56,0,0,0,0,0
"2023HU0252262",2,46,1,1,0,7200,8.88197518424887
"2023HU0252280",1,36,0,1,0,80000,11.2897944135779
"2023HU0252280",2,35,1,1,0,40000,10.5966597327836
"2023HU0252312",1,50,1,0,0,12000,9.39274525863144
"2023HU0252312",2,28,0,1,0,42100,10.6478267723575
"2023HU0252312",4,29,1,1,0,120,4.79579054559674
"2023HU0252320",1,37,0,1,1,58000,10.9682155307592
"2023HU0252320",2,37,1,1,0,18000,9.7981825908907
"2023HU0252333",1,39,0,1,1,380000,12.8479291632781
"2023HU0252333",2,35,1,1,0,150000,11.9183972397228
"2023HU0252337",1,59,0,0,1,15800,9.6678285081515
"2023HU0252341",1,50,0,1,0,50000,10.8197982842103
"2023HU0252341",2,47,1,1,0,47000,10.7579241570616
"2023HU0252342",1,33,0,1,0,56000,10.9331248267007
"2023HU0252342",2,37,1,1,0,35000,10.463131911492
"2023HU0252360",1,55,0,1,1,58500,10.9767991270909
"2023HU0252360",5,36,0,1,0,37700,10.5374418982833
"2023HU0252360",6,26,1,1,0,43500,10.6805392053183
"2023HU0252369",1,59,1,1,0,72000,11.1844352867906
"2023HU0252393",1,45,0,1,1,1e+05,11.5129354649202
"2023HU0252393",2,41,1,1,1,1e+05,11.5129354649202
"2023HU0252396",1,48,1,1,1,259200,12.4653591014775
"2023HU0252398",1,29,0,1,1,185000,12.1281165094513
"2023HU0252398",2,30,1,1,0,65000,11.0821579333748
"2023HU0252400",1,27,1,1,0,50000,10.8197982842103
"2023HU0252400",2,28,0,1,0,170000,12.043559598368
"2023HU0252400",6,60,0,1,0,50000,10.8197982842103
"2023HU0252400",7,59,1,1,0,44000,10.6919676399149
"2023HU0252441",1,28,1,1,1,45000,10.7144399907278
"2023HU0252441",2,31,1,1,1,60000,11.002116507732
"2023HU0252441",3,28,1,1,1,80000,11.2897944135779
"2023HU0252444",1,61,0,1,0,50000,10.8197982842103
"2023HU0252477",1,41,1,0,1,36000,10.4913019948302
"2023HU0252528",1,30,1,1,1,57000,10.9508240905224
"2023HU0252528",2,34,1,1,0,26600,10.1887040880481
"2023HU0252532",1,41,0,1,0,28600,10.2611969612316
"2023HU0252534",1,56,0,1,0,85000,11.3504183001091
"2023HU0252534",2,54,1,1,1,34000,10.4341452149305
"2023HU0252534",3,32,1,0,0,13600,9.51789859843275
"2023HU0252546",1,36,1,1,1,140000,11.8494048444231
"2023HU0252546",2,39,0,1,1,2e+05,12.2060776455177
"2023HU0252584",1,55,1,1,1,95000,11.4616426968431
"2023HU0252601",1,64,0,0,1,67400,11.1184151335856
"2023HU0252601",2,49,1,1,0,90000,11.4075760603618
"2023HU0252601",3,26,0,1,0,24000,10.0858507751287
"2023HU0252603",1,44,1,0,0,73000,11.1982284186668
"2023HU0252603",2,45,0,1,0,71000,11.1704492404313
"2023HU0252606",2,58,1,1,0,23000,10.043292972227
"2023HU0252606",3,40,1,0,0,0,0
"2023HU0252606",4,30,0,0,1,800,6.68586094706836
"2023HU0252609",1,52,0,1,0,116000,11.661354090741
"2023HU0252609",2,48,1,1,0,128000,11.7597933553712
"2023HU0252640",2,56,0,0,0,0,0
"2023HU0252661",1,50,0,1,0,1e+05,11.5129354649202
"2023HU0252661",2,50,1,1,0,21000,9.95232533461943
"2023HU0252667",2,48,1,1,1,76000,11.2385017770766
"2023HU0252667",5,49,0,0,0,50000,10.8197982842103
"2023HU0252675",1,45,0,1,1,32000,10.3735224312936
"2023HU0252675",2,44,1,0,1,0,0
"2023HU0252699",1,32,0,1,1,82000,11.314486721294
"2023HU0252699",2,29,1,1,1,140000,11.8494048444231
"2023HU0252705",1,45,1,0,0,0,0
"2023HU0252705",2,48,0,1,0,38000,10.5453677541517
"2023HU0252718",1,40,1,1,1,45000,10.7144399907278
"2023HU0252731",1,45,1,1,1,90000,11.4075760603618
"2023HU0252736",1,47,0,1,0,38900,10.568775236217
"2023HU0252736",2,53,1,1,0,22000,9.99884318585288
"2023HU0252752",2,60,1,0,0,0,0
"2023HU0252763",4,53,1,0,0,0,0
"2023HU0252791",1,54,1,1,1,76000,11.2385017770766
"2023HU0252828",2,64,0,0,0,32760,10.3969940625317
"2023HU0252872",1,54,0,1,1,3e+05,12.6115410869661
"2023HU0252872",2,49,1,1,1,70000,11.1562648066437
"2023HU0252874",1,36,0,0,0,0,0
"2023HU0252876",1,31,1,1,0,4300,8.36660283278374
"2023HU0252910",2,47,1,1,0,30000,10.3089859934221
"2023HU0252936",1,32,1,1,1,250000,12.4292201968364
"2023HU0252936",2,33,0,1,0,30000,10.3089859934221
"2023HU0252937",1,29,0,1,1,65000,11.0821579333748
"2023HU0252937",2,28,1,1,1,85000,11.3504183001091
"2023HU0252938",1,52,0,1,0,85000,11.3504183001091
"2023HU0252938",2,50,1,0,0,0,0
"2023HU0252952",1,34,1,1,1,60000,11.002116507732
"2023HU0252952",2,34,0,1,0,58000,10.9682155307592
"2023HU0252965",1,34,1,1,1,43000,10.6689786502192
"2023HU0252965",2,41,0,0,0,0,0
"2023HU0252995",1,37,0,1,0,43200,10.6736189221124
"2023HU0252995",2,39,1,1,0,30000,10.3089859934221
"2023HU0252999",1,62,1,1,1,58000,10.9682155307592
"2023HU0253024",1,34,0,1,0,31000,10.3417747410115
"2023HU0253024",2,49,1,1,1,119000,11.6868871754197
"2023HU0253047",1,53,0,1,1,88000,11.3851034570321
"2023HU0253057",1,57,1,1,0,60100,11.00378175932
"2023HU0253057",2,52,0,1,0,73000,11.1982284186668
"2023HU0253059",1,39,1,1,1,185000,12.1281165094513
"2023HU0253059",2,37,0,1,1,110000,11.6082447356423
"2023HU0253070",1,34,0,1,0,48000,10.7789771230064
"2023HU0253070",2,32,1,1,0,35000,10.463131911492
"2023HU0253077",1,34,0,0,0,0,0
"2023HU0253098",1,52,0,1,0,137000,11.8277435040537
"2023HU0253098",2,50,1,1,0,43800,10.6874119271541
"2023HU0253099",1,58,0,0,1,22500,10.0213150316493
"2023HU0253099",2,59,1,1,1,65000,11.0821579333748
"2023HU0253099",3,34,1,0,1,0,0
"2023HU0253101",1,56,1,1,1,27000,10.2036291813376
"2023HU0253101",2,58,0,1,1,86000,11.362114203075
"2023HU0253101",3,32,1,1,0,37000,10.5187002182882
"2023HU0253101",5,28,1,1,1,50000,10.8197982842103
"2023HU0253114",1,59,1,1,0,32900,10.4012583314283
"2023HU0253150",1,53,0,1,1,229500,12.3436626657717
"2023HU0253150",2,55,1,1,0,21800,9.98971111928475
"2023HU0253151",1,34,1,1,1,80000,11.2897944135779
"2023HU0253151",2,30,0,1,1,56000,10.9331248267007
"2023HU0253164",1,27,0,1,0,26000,10.1658902778025
"2023HU0253164",2,27,1,1,1,52000,10.8590182281479
"2023HU0253204",1,53,1,0,0,0,0
"2023HU0253204",2,55,0,1,0,91600,11.4251974676332
"2023HU0253204",3,29,0,1,0,20000,9.90353755128617
"2023HU0253204",5,31,0,1,0,4000,8.29429960885724
"2023HU0253204",6,31,1,1,0,20000,9.90353755128617
"2023HU0253205",1,44,0,1,0,106000,11.571203807012
"2023HU0253205",2,32,1,0,0,0,0
"2023HU0253205",3,44,0,1,0,18900,9.84697010970096
"2023HU0253214",1,39,1,1,0,90000,11.4075760603618
"2023HU0253214",2,45,0,1,1,175000,12.072546967175
"2023HU0253223",2,64,1,1,0,43500,10.6805392053183
"2023HU0253249",1,28,0,1,1,137100,11.8284731594698
"2023HU0253249",2,27,1,1,1,54000,10.8967578438935
"2023HU0253249",3,62,0,0,1,6000,8.69968140098951
"2023HU0253249",4,55,1,0,1,5000,8.5173931714189
"2023HU0253273",1,33,0,1,1,85000,11.3504183001091
"2023HU0253273",2,44,0,1,0,1e+05,11.5129354649202
"2023HU0253286",1,53,1,1,0,23400,10.0605340354754
"2023HU0253286",2,26,1,1,1,54000,10.8967578438935
"2023HU0253286",6,59,0,1,0,1000,6.90875477931522
"2023HU0253286",7,26,0,1,0,26000,10.1658902778025
"2023HU0253290",1,39,0,1,1,232800,12.3579392903628
"2023HU0253290",2,34,0,1,0,180000,12.1007176854125
"2023HU0253309",1,54,1,1,1,7100,8.86799089818209
"2023HU0253330",1,28,1,1,1,95000,11.4616426968431
"2023HU0253330",2,32,0,1,1,65000,11.0821579333748
"2023HU0253340",1,27,0,1,0,98000,11.4927329616823
"2023HU0253340",2,28,1,1,1,31000,10.3417747410115
"2023HU0253358",1,50,0,1,0,180000,12.1007176854125
"2023HU0253358",2,41,1,0,0,0,0
"2023HU0253364",1,37,0,1,1,226300,12.3296212505248
"2023HU0253364",2,37,1,0,0,0,0
"2023HU0253367",1,63,0,1,0,65000,11.0821579333748
"2023HU0253367",2,64,0,1,0,20000,9.90353755128617
"2023HU0253367",3,61,0,1,0,150000,11.9183972397228
"2023HU0253381",2,27,1,0,0,7200,8.88197518424887
"2023HU0253454",1,40,1,1,0,45000,10.7144399907278
"2023HU0253454",2,44,0,1,0,45000,10.7144399907278
"2023HU0253471",1,32,0,1,1,416200,12.9389235956298
"2023HU0253471",2,33,1,1,1,684000,13.4357146585919
"2023HU0253472",1,40,0,1,0,90000,11.4075760603618
"2023HU0253472",2,34,1,1,0,1e+05,11.5129354649202
"2023HU0253481",1,50,0,0,1,0,0
"2023HU0253481",2,50,1,1,1,150000,11.9183972397228
"2023HU0253495",2,27,0,1,0,3200,8.07121853996986
"2023HU0253495",3,27,1,1,0,17000,9.74102744483773
"2023HU0253523",1,63,1,1,0,28300,10.2506524186961
"2023HU0253525",1,40,0,1,1,180050,12.1009954230744
"2023HU0253525",2,40,1,1,1,35000,10.463131911492
"2023HU0253546",1,27,0,1,0,1e+05,11.5129354649202
"2023HU0253546",2,26,1,1,0,2000,7.60140233458373
"2023HU0253546",6,62,0,0,0,1000,6.90875477931522
"2023HU0253546",7,32,0,1,0,80000,11.2897944135779
"2023HU0253561",1,35,0,1,0,63000,11.0509058782636
"2023HU0253561",2,32,1,1,0,4000,8.29429960885724
"2023HU0253561",7,62,1,1,0,40000,10.5966597327836
"2023HU0253561",8,58,0,0,0,40000,10.5966597327836
"2023HU0253561",9,51,1,0,0,0,0
"2023HU0253576",1,48,0,1,1,230000,12.345838935722
"2023HU0253576",2,51,1,1,1,205000,12.2307701361574
"2023HU0253577",1,49,1,1,1,155000,11.9511868474935
"2023HU0253577",2,59,1,1,1,16000,9.68040649926887
"2023HU0253577",3,59,0,1,1,7200,8.88197518424887
"2023HU0253579",1,45,1,0,0,1100,7.00397413672268
"2023HU0253582",1,60,1,1,0,30000,10.3089859934221
"2023HU0253582",2,32,1,1,0,20000,9.90353755128617
"2023HU0253591",1,64,0,0,0,12200,9.40927319457533
"2023HU0253597",1,48,1,1,0,251000,12.4332122021697
"2023HU0253597",2,51,0,1,0,50000,10.8197982842103
"2023HU0253608",1,52,1,1,0,280000,12.5425484535736
"2023HU0253608",2,56,0,1,0,176000,12.0782449558223
"2023HU0253608",3,28,0,1,0,32000,10.3735224312936
"2023HU0253608",6,28,1,1,1,32800,10.3982142817124
"2023HU0253631",2,60,1,1,0,47400,10.766398604507
"2023HU0253639",1,29,1,1,1,110000,11.6082447356423
"2023HU0253639",2,29,0,1,1,240000,12.3883983689821
"2023HU0253641",1,58,1,1,0,53000,10.8780660602808
"2023HU0253641",2,42,0,1,0,70000,11.1562648066437
"2023HU0253641",3,37,1,0,0,13600,9.51789859843275
"2023HU0253642",2,64,1,0,0,0,0
"2023HU0253653",1,40,1,1,1,85000,11.3504183001091
"2023HU0253653",2,44,0,1,1,160000,11.9829353441964
"2023HU0253672",1,51,1,1,1,190000,12.1547846142867
"2023HU0253680",2,47,1,0,0,0,0
"2023HU0253680",5,44,0,1,0,1000,6.90875477931522
"2023HU0253693",1,42,1,0,0,0,0
"2023HU0253693",2,42,0,1,0,75000,11.2252567257629
"2023HU0253703",1,56,1,1,1,179000,12.0951466713995
"2023HU0253703",2,59,0,1,1,111000,11.6172944892629
"2023HU0253704",1,35,1,1,1,1e+05,11.5129354649202
"2023HU0253704",2,31,0,1,0,75000,11.2252567257629
"2023HU0253763",1,52,1,1,0,45000,10.7144399907278
"2023HU0253763",2,25,1,1,0,25000,10.1266711030504
"2023HU0253771",4,46,0,1,0,9000,9.10509096125709
"2023HU0253772",3,29,1,1,0,40300,10.6041315615227
"2023HU0253772",5,32,0,1,0,19200,9.86271763999292
"2023HU0253774",2,42,0,0,1,72000,11.1844352867906
"2023HU0253774",3,31,1,1,1,30100,10.3123136727765
"2023HU0253776",2,34,0,1,0,28800,10.2681653877435
"2023HU0253789",1,59,0,1,0,15300,9.63567346472181
"2023HU0253790",1,41,0,1,1,1e+05,11.5129354649202
"2023HU0253804",1,34,1,1,1,85000,11.3504183001091
"2023HU0253804",2,39,0,1,1,102000,11.5327378961399
"2023HU0253806",1,54,0,1,1,121000,11.7035540890075
"2023HU0253806",2,55,1,1,1,141100,11.857231224988
"2023HU0253811",1,28,1,0,0,0,0
"2023HU0253811",2,29,0,1,0,72000,11.1844352867906
"2023HU0253811",4,25,1,0,0,45000,10.7144399907278
"2023HU0253830",1,29,1,0,0,17000,9.74102744483773
"2023HU0253830",2,32,0,1,0,50000,10.8197982842103
"2023HU0253843",1,55,1,1,1,75000,11.2252567257629
"2023HU0253843",2,57,0,1,0,160000,11.9829353441964
"2023HU0253886",2,57,1,0,0,29200,10.2819582342453
"2023HU0253889",1,64,1,1,0,120000,11.6952553550628
"2023HU0253889",3,34,0,1,0,40000,10.5966597327836
"2023HU0253889",4,30,0,1,0,40000,10.5966597327836
"2023HU0253889",5,28,0,1,0,36000,10.4913019948302
"2023HU0253926",1,29,0,1,0,85000,11.3504183001091
"2023HU0253935",1,61,1,1,0,34000,10.4341452149305
"2023HU0253960",3,60,0,1,0,25000,10.1266711030504
"2023HU0253963",1,37,1,1,1,737600,13.511158306972
"2023HU0253989",1,36,1,1,0,60100,11.00378175932
"2023HU0253989",2,51,0,0,0,0,0
"2023HU0253994",1,47,0,1,0,127000,11.7519502394255
"2023HU0253994",2,39,1,0,0,0,0
"2023HU0253995",1,62,1,1,0,76000,11.2385017770766
"2023HU0253995",2,61,0,0,0,20000,9.90353755128617
"2023HU0254017",1,51,1,1,1,3000,8.00670084544037
"2023HU0254017",2,44,0,1,1,140000,11.8494048444231
"2023HU0254018",1,58,1,1,1,100040,11.5133353809432
"2023HU0254033",1,40,1,1,0,1e+05,11.5129354649202
"2023HU0254033",2,41,0,1,0,181500,12.1090164423137
"2023HU0254033",5,37,1,1,1,13000,9.47278155656217
"2023HU0254035",1,33,0,1,1,2e+05,12.2060776455177
"2023HU0254035",2,35,1,1,1,185000,12.1281165094513
"2023HU0254048",1,45,1,1,1,1e+05,11.5129354649202
"2023HU0254048",2,52,0,1,0,2200,7.69666708152646
"2023HU0254048",3,45,0,1,1,88000,11.3851034570321
"2023HU0254052",1,42,0,1,0,80000,11.2897944135779
"2023HU0254052",2,42,1,1,0,40000,10.5966597327836
"2023HU0254069",1,27,1,1,1,60000,11.002116507732
"2023HU0254069",2,25,1,1,1,55000,10.9151066458675
"2023HU0254102",1,54,0,1,0,10000,9.21044036697652
"2023HU0254102",2,53,1,1,1,20000,9.90353755128617
"2023HU0254137",1,47,1,1,1,90000,11.4075760603618
"2023HU0254137",2,50,0,1,1,1e+05,11.5129354649202
"2023HU0254153",1,25,1,1,1,45000,10.7144399907278
"2023HU0254153",2,34,0,1,1,80000,11.2897944135779
"2023HU0254174",1,52,0,1,1,77000,11.2515736877645
"2023HU0254174",2,51,1,1,1,83000,11.3266079348989
"2023HU0254181",1,32,1,1,1,248000,12.4211880573971
"2023HU0254181",2,32,0,1,1,400500,12.9004715423663
"2023HU0254181",4,56,1,0,1,15000,9.61587214452889
"2023HU0254190",1,45,1,1,0,35000,10.463131911492
"2023HU0254190",2,25,0,1,0,23000,10.043292972227
"2023HU0254196",1,43,1,1,1,42000,10.6454487065059
"2023HU0254196",2,43,0,1,1,684000,13.4357146585919
"2023HU0254210",1,63,1,0,0,10300,9.23999625688369
"2023HU0254210",2,29,1,0,0,18400,9.82016028994637
"2023HU0254210",3,28,1,1,0,28000,10.2399955028053
"2023HU0254210",5,58,0,0,0,4700,8.45553053102413
"2023HU0254240",2,56,1,0,1,9000,9.10509096125709
"2023HU0254245",1,63,1,1,0,135000,11.8130374648005
"2023HU0254245",2,62,0,0,0,0,0
"2023HU0254248",1,36,0,1,1,47800,10.7748018387628
"2023HU0254266",1,32,0,1,0,86000,11.362114203075
"2023HU0254266",2,27,1,1,0,125000,11.7360770162524
"2023HU0254266",3,33,0,1,0,90000,11.4075760603618
"2023HU0254288",1,49,0,1,0,125000,11.7360770162524
"2023HU0254288",2,51,1,1,0,80000,11.2897944135779
"2023HU0254308",1,50,1,1,0,42000,10.6454487065059
"2023HU0254308",2,49,0,1,0,70000,11.1562648066437
"2023HU0254317",1,50,0,1,1,252000,12.4371883347397
"2023HU0254317",2,44,1,1,1,110000,11.6082447356423
"2023HU0254337",1,57,1,1,0,98000,11.4927329616823
"2023HU0254337",2,61,0,1,0,60000,11.002116507732
"2023HU0254337",3,50,0,0,0,0,0
"2023HU0254346",1,58,1,1,1,65000,11.0821579333748
"2023HU0254368",1,62,0,1,0,150500,11.9217250076673
"2023HU0254414",1,62,0,1,0,27000,10.2036291813376
"2023HU0254414",2,56,1,0,0,10300,9.23999625688369
"2023HU0254414",3,28,0,1,0,16700,9.72322387685162
"2023HU0254449",1,51,0,1,0,30000,10.3089859934221
"2023HU0254449",2,51,1,1,0,25500,10.1464729460639
"2023HU0254449",4,47,0,0,0,12000,9.39274525863144
"2023HU0254462",1,46,0,1,1,3e+05,12.6115410869661
"2023HU0254462",2,58,1,0,0,0,0
"2023HU0254472",3,46,1,1,0,49000,10.7995959850478
"2023HU0254489",1,49,1,1,1,123000,11.7199477644028
"2023HU0254489",2,52,0,1,0,90000,11.4075760603618
"2023HU0254489",5,41,1,0,0,0,0
"2023HU0254524",1,58,1,0,1,95000,11.4616426968431
"2023HU0254591",1,42,1,1,1,1e+05,11.5129354649202
"2023HU0254597",1,51,0,1,0,106000,11.571203807012
"2023HU0254597",2,45,1,1,1,40000,10.5966597327836
"2023HU0254616",1,41,1,1,1,4000,8.29429960885724
"2023HU0254616",2,43,0,1,0,65000,11.0821579333748
"2023HU0254618",3,45,0,0,0,0,0
"2023HU0254632",1,57,1,0,1,0,0
"2023HU0254632",3,28,0,1,1,67000,11.1124628236349
"2023HU0254632",4,27,1,1,1,37000,10.5187002182882
"2023HU0254632",7,27,1,1,1,111000,11.6172944892629
"2023HU0254662",1,26,0,1,1,54000,10.8967578438935
"2023HU0254662",2,26,1,0,1,30000,10.3089859934221
"2023HU0254675",1,40,1,1,1,115000,11.6526961029598
"2023HU0254675",2,41,1,1,0,16000,9.68040649926887
"2023HU0254689",2,55,1,0,0,13900,9.53971605897709
"2023HU0254691",1,44,0,1,0,1e+05,11.5129354649202
"2023HU0254691",2,41,0,1,1,38600,10.5610334618531
"2023HU0254699",3,33,1,1,0,40000,10.5966597327836
"2023HU0254700",1,34,0,1,0,55000,10.9151066458675
"2023HU0254700",2,29,1,1,0,30000,10.3089859934221
"2023HU0254700",3,34,0,1,1,60000,11.002116507732
"2023HU0254707",1,56,1,1,0,14000,9.54688403461792
"2023HU0254707",2,64,1,1,0,3000,8.00670084544037
"2023HU0254707",3,43,1,1,0,36000,10.4913019948302
"2023HU0254746",1,49,0,1,0,95000,11.4616426968431
"2023HU0254746",2,48,1,0,0,0,0
"2023HU0254758",1,44,1,1,1,142000,11.8635893788121
"2023HU0254780",1,38,0,1,1,201000,12.2110651621532
"2023HU0254780",2,38,1,1,1,110000,11.6082447356423
"2023HU0254788",1,48,1,1,0,80000,11.2897944135779
"2023HU0254806",1,41,0,1,1,159000,11.9766657704908
"2023HU0254806",2,41,1,1,1,90000,11.4075760603618
"2023HU0254815",1,43,1,0,1,12000,9.39274525863144
"2023HU0254826",1,26,0,1,1,90000,11.4075760603618
"2023HU0254830",1,64,0,0,1,40400,10.6066098161182
"2023HU0254861",1,47,1,1,1,122000,11.7117845204031
"2023HU0254878",1,31,0,1,1,165000,12.0137068134704
"2023HU0254904",1,61,1,0,0,42900,10.6666504146677
"2023HU0254906",1,31,0,1,1,36000,10.4913019948302
"2023HU0254906",2,31,1,1,1,25000,10.1266711030504
"2023HU0254914",3,38,1,0,1,0,0
"2023HU0254914",4,31,0,1,1,50000,10.8197982842103
"2023HU0254915",1,43,1,1,1,92000,11.4295547255373
"2023HU0254915",2,43,0,0,1,0,0
"2023HU0254920",1,52,1,1,1,116000,11.661354090741
"2023HU0254927",1,62,1,0,0,20700,9.93793728726535
"2023HU0254927",2,56,0,1,0,58000,10.9682155307592
"2023HU0254957",1,55,1,1,1,5000,8.5173931714189
"2023HU0254957",2,58,0,1,0,28500,10.2576944533605
"2023HU0254988",1,41,1,0,0,0,0
"2023HU0254988",2,41,0,1,0,70000,11.1562648066437
"2023HU0254989",1,61,1,1,0,23600,10.0690443629974
"2023HU0254989",2,64,0,0,0,19600,9.88333586432528
"2023HU0254989",3,40,1,0,0,0,0
"2023HU0255017",1,49,0,0,1,0,0
"2023HU0255017",2,41,1,1,0,6000,8.69968140098951
"2023HU0255018",1,50,0,1,0,40000,10.5966597327836
"2023HU0255018",2,46,1,1,0,60000,11.002116507732
"2023HU0255027",1,29,1,1,1,35000,10.463131911492
"2023HU0255030",1,33,1,1,0,34000,10.4341452149305
"2023HU0255030",2,34,0,1,0,35000,10.463131911492
"2023HU0255043",2,64,0,1,0,72000,11.1844352867906
"2023HU0255043",3,44,1,1,0,69000,11.141876276228
"2023HU0255052",1,58,1,0,1,20,3.04452243772342
"2023HU0255052",2,57,0,1,1,120000,11.6952553550628
"2023HU0255067",1,54,0,1,0,37000,10.5187002182882
"2023HU0255067",2,55,1,0,0,0,0
"2023HU0255067",3,26,1,1,0,13000,9.47278155656217
"2023HU0255077",3,50,1,0,1,0,0
"2023HU0255089",1,31,1,0,0,14400,9.57505292759738
"2023HU0255107",1,40,1,1,1,96000,11.4721138870624
"2023HU0255107",2,38,0,1,0,50000,10.8197982842103
"2023HU0255107",3,30,1,1,0,50000,10.8197982842103
"2023HU0255109",1,59,0,1,0,50000,10.8197982842103
"2023HU0255109",2,35,0,1,1,175000,12.072546967175
"2023HU0255109",5,35,1,1,1,120000,11.6952553550628
"2023HU0255131",3,29,0,1,0,78000,11.2644769261024
"2023HU0255143",1,28,0,1,1,52000,10.8590182281479
"2023HU0255143",2,28,1,1,0,43500,10.6805392053183
"2023HU0255173",1,64,1,1,0,30000,10.3089859934221
"2023HU0255173",2,47,0,1,0,98000,11.4927329616823
"2023HU0255186",1,58,1,1,0,93000,11.4403655247658
"2023HU0255186",2,32,1,0,1,0,0
"2023HU0255211",1,56,0,1,0,73200,11.2009643610583
"2023HU0255211",2,27,0,1,0,684000,13.4357146585919
"2023HU0255235",1,42,1,0,0,15000,9.61587214452889
