city,date,year,month,new_house_mom,new_house_yoy,second_hand_mom,second_hand_yoy
济南,2025-07,2025,7,99.7,96.0,99.6,94.1
济宁,2025-07,2025,7,99.8,96.3,99.3,94.8
海口,2025-07,2025,7,99.2,94.9,99.4,95.9
深圳,2025-07,2025,7,99.4,97.8,99.1,97.5
温州,2025-07,2025,7,99.9,94.3,99.6,91.8
湛江,2025-07,2025,7,99.8,97.9,99.3,94.4
烟台,2025-07,2025,7,99.7,95.6,99.2,93.3
牡丹江,2025-07,2025,7,99.9,96.0,99.8,94.1
石家庄,2025-07,2025,7,99.6,96.9,99.3,94.2
福州,2025-07,2025,7,99.5,95.2,99.4,92.9
秦皇岛,2025-07,2025,7,99.5,94.4,99.2,90.6
蚌埠,2025-07,2025,7,99.7,95.0,99.6,95.2
襄阳,2025-07,2025,7,99.3,95.3,99.2,91.6
西宁,2025-07,2025,7,99.7,95.6,100.0,96.0
西安,2025-07,2025,7,99.7,95.8,99.1,93.1
贵阳,2025-07,2025,7,99.5,96.2,99.4,95.3
赣州,2025-07,2025,7,99.6,97.7,99.4,97.7
遵义,2025-07,2025,7,99.9,97.1,99.7,94.3
郑州,2025-07,2025,7,99.4,96.4,99.3,91.9
重庆,2025-07,2025,7,99.5,97.9,99.5,96.0
金华,2025-07,2025,7,99.7,94.6,99.5,92.5
银川,2025-07,2025,7,99.5,96.8,99.7,95.6
锦州,2025-07,2025,7,99.7,96.1,99.6,93.0
长春,2025-07,2025,7,100.1,96.1,99.5,93.7
长沙,2025-07,2025,7,99.6,97.3,99.3,93.3
青岛,2025-07,2025,7,99.6,98.2,99.4,95.1
韶关,2025-07,2025,7,99.9,95.8,99.5,94.2
三亚,2025-08,2025,8,99.7,99.2,99.6,93.3
上海,2025-08,2025,8,100.4,105.9,99.0,97.4
丹东,2025-08,2025,8,99.6,95.7,99.4,93.5
乌鲁木齐,2025-08,2025,8,100.1,100.6,99.8,95.3
九江,2025-08,2025,8,99.8,97.1,99.9,94.5
兰州,2025-08,2025,8,99.6,95.9,99.4,94.5
包头,2025-08,2025,8,99.1,94.2,99.2,92.1
北京,2025-08,2025,8,99.6,96.5,98.8,96.9
北海,2025-08,2025,8,99.5,94.0,99.6,94.4
南京,2025-08,2025,8,99.4,98.7,99.3,93.8
南充,2025-08,2025,8,99.7,97.7,99.4,96.6
南宁,2025-08,2025,8,100.3,99.5,99.6,93.6
南昌,2025-08,2025,8,99.7,95.2,99.1,93.5
厦门,2025-08,2025,8,99.5,98.7,99.1,95.4
合肥,2025-08,2025,8,100.2,99.2,99.1,92.8
吉林,2025-08,2025,8,100.2,96.1,99.6,95.1
呼和浩特,2025-08,2025,8,99.8,94.5,99.7,91.9
哈尔滨,2025-08,2025,8,99.6,96.4,99.6,93.7
唐山,2025-08,2025,8,99.4,93.8,99.4,91.0
大理,2025-08,2025,8,99.4,95.8,99.3,95.1
大连,2025-08,2025,8,99.7,97.2,99.4,93.9
天津,2025-08,2025,8,99.5,98.2,99.6,97.0
太原,2025-08,2025,8,99.7,101.0,99.8,95.7
宁波,2025-08,2025,8,99.6,99.3,99.1,94.9
安庆,2025-08,2025,8,99.8,96.3,99.2,93.0
宜昌,2025-08,2025,8,100.4,99.7,99.6,94.9
岳阳,2025-08,2025,8,99.6,95.4,99.5,94.7
常德,2025-08,2025,8,99.6,96.1,99.0,91.8
平顶山,2025-08,2025,8,100.0,99.3,99.5,95.7
广州,2025-08,2025,8,99.8,95.7,99.1,93.8
徐州,2025-08,2025,8,99.8,95.9,99.5,92.6
惠州,2025-08,2025,8,99.1,96.7,99.2,92.8
成都,2025-08,2025,8,99.8,101.0,99.3,99.6
扬州,2025-08,2025,8,99.3,94.1,99.7,92.8
无锡,2025-08,2025,8,99.5,96.2,99.2,95.3
昆明,2025-08,2025,8,99.7,94.6,99.5,92.6
杭州,2025-08,2025,8,100.4,102.6,99.9,97.9
桂林,2025-08,2025,8,99.8,97.0,99.5,94.8
武汉,2025-08,2025,8,99.5,96.7,99.1,94.2
沈阳,2025-08,2025,8,100.2,99.8,99.6,95.7
泉州,2025-08,2025,8,99.7,97.1,99.7,93.4
泸州,2025-08,2025,8,99.5,94.1,99.1,93.8
洛阳,2025-08,2025,8,99.6,96.0,99.4,95.2
济南,2025-08,2025,8,99.4,96.3,99.4,95.3
济宁,2025-08,2025,8,99.5,96.4,99.1,94.6
海口,2025-08,2025,8,100.0,95.5,99.3,96.8
深圳,2025-08,2025,8,99.6,98.3,99.2,98.1
温州,2025-08,2025,8,99.6,95.6,99.5,93.0
湛江,2025-08,2025,8,99.4,97.7,99.5,94.7
烟台,2025-08,2025,8,99.6,95.7,99.2,93.3
牡丹江,2025-08,2025,8,99.8,96.4,99.9,94.8
石家庄,2025-08,2025,8,99.5,96.7,99.4,94.9
福州,2025-08,2025,8,100.0,97.0,99.5,94.3
秦皇岛,2025-08,2025,8,99.6,94.7,99.5,91.3
蚌埠,2025-08,2025,8,99.7,95.5,99.3,95.4
襄阳,2025-08,2025,8,100.0,95.9,99.6,92.4
西宁,2025-08,2025,8,100.1,96.2,99.8,96.3
西安,2025-08,2025,8,99.4,95.3,98.9,93.0
贵阳,2025-08,2025,8,99.4,96.3,99.6,95.3
赣州,2025-08,2025,8,99.5,98.5,99.1,97.0
遵义,2025-08,2025,8,99.5,97.0,99.8,94.7
郑州,2025-08,2025,8,99.6,96.5,99.1,91.7
重庆,2025-08,2025,8,99.3,97.6,99.2,96.4
金华,2025-08,2025,8,99.9,96.2,99.6,93.9
银川,2025-08,2025,8,99.8,97.2,99.5,95.4
锦州,2025-08,2025,8,99.8,96.5,99.7,93.3
长春,2025-08,2025,8,99.8,96.5,100.1,94.5
长沙,2025-08,2025,8,99.7,98.1,99.2,93.3
青岛,2025-08,2025,8,99.7,98.5,99.0,95.0
韶关,2025-08,2025,8,99.8,96.6,99.7,94.8
三亚,2025-09,2025,9,100.0,100.1,99.2,94.2
上海,2025-09,2025,9,100.3,105.6,99.0,97.6
丹东,2025-09,2025,9,99.7,96.1,99.6,94.0
乌鲁木齐,2025-09,2025,9,99.8,100.6,99.4,95.6
九江,2025-09,2025,9,99.1,96.5,98.9,94.9
兰州,2025-09,2025,9,99.7,96.0,99.3,94.3
包头,2025-09,2025,9,99.0,94.1,99.1,92.5
北京,2025-09,2025,9,100.2,97.4,99.1,97.3
北海,2025-09,2025,9,99.3,94.3,99.5,94.6
南京,2025-09,2025,9,99.4,98.1,99.2,94.1
南充,2025-09,2025,9,99.8,97.8,99.6,96.9
南宁,2025-09,2025,9,99.5,100.2,99.3,94.1
南昌,2025-09,2025,9,99.3,95.8,99.7,94.7
厦门,2025-09,2025,9,99.3,99.1,98.9,96.0
合肥,2025-09,2025,9,100.0,99.9,99.5,93.5
吉林,2025-09,2025,9,99.5,96.1,99.7,95.3
呼和浩特,2025-09,2025,9,99.7,94.7,99.6,92.6
哈尔滨,2025-09,2025,9,99.9,97.2,99.8,94.2
唐山,2025-09,2025,9,99.5,94.2,99.2,91.4
大理,2025-09,2025,9,99.5,95.7,99.7,95.4
大连,2025-09,2025,9,99.6,97.6,99.3,94.3
天津,2025-09,2025,9,99.4,98.8,99.4,96.8
太原,2025-09,2025,9,99.9,100.6,99.5,95.4
宁波,2025-09,2025,9,99.3,99.2,99.0,94.7
安庆,2025-09,2025,9,99.5,96.4,99.5,93.3
宜昌,2025-09,2025,9,99.9,100.2,99.8,95.2
岳阳,2025-09,2025,9,99.5,95.7,99.7,94.9
常德,2025-09,2025,9,99.4,96.4,99.3,92.8
平顶山,2025-09,2025,9,99.8,99.9,99.0,95.3
广州,2025-09,2025,9,99.4,95.9,99.2,94.0
徐州,2025-09,2025,9,99.4,95.2,99.2,92.8
惠州,2025-09,2025,9,100.1,97.3,99.4,93.0
成都,2025-09,2025,9,99.4,101.3,99.4,99.7
扬州,2025-09,2025,9,99.3,93.8,98.8,93.0
无锡,2025-09,2025,9,99.7,96.4,99.5,95.9
昆明,2025-09,2025,9,99.5,95.1,99.3,92.8
杭州,2025-09,2025,9,100.3,103.6,99.3,98.7
桂林,2025-09,2025,9,99.6,97.3,99.3,94.6
武汉,2025-09,2025,9,99.6,97.5,99.1,93.7
沈阳,2025-09,2025,9,99.7,100.0,99.4,96.2
泉州,2025-09,2025,9,99.8,97.6,99.6,94.4
泸州,2025-09,2025,9,99.4,95.0,99.3,94.2
洛阳,2025-09,2025,9,99.7,97.1,99.7,96.0
济南,2025-09,2025,9,99.6,97.6,99.3,95.2
济宁,2025-09,2025,9,99.7,96.5,99.5,94.4
海口,2025-09,2025,9,99.0,95.1,99.2,96.6
深圳,2025-09,2025,9,99.0,98.2,99.0,98.3
温州,2025-09,2025,9,99.2,96.3,99.3,93.7
湛江,2025-09,2025,9,99.8,98.3,99.2,94.7
烟台,2025-09,2025,9,99.8,96.1,99.5,93.5
牡丹江,2025-09,2025,9,99.7,96.8,99.9,95.8
石家庄,2025-09,2025,9,99.4,96.4,99.3,95.0
福州,2025-09,2025,9,99.6,98.0,99.3,94.7
秦皇岛,2025-09,2025,9,99.7,95.1,99.4,91.6
蚌埠,2025-09,2025,9,99.9,96.2,99.6,95.5
襄阳,2025-09,2025,9,99.3,95.7,99.7,93.0
西宁,2025-09,2025,9,99.7,96.3,99.9,96.7
西安,2025-09,2025,9,99.1,95.0,98.8,92.6
贵阳,2025-09,2025,9,99.6,96.7,99.4,95.1
赣州,2025-09,2025,9,99.0,98.2,98.8,96.1
遵义,2025-09,2025,9,99.6,97.2,99.4,95.1
郑州,2025-09,2025,9,99.4,96.7,99.0,91.8
重庆,2025-09,2025,9,99.6,97.8,99.1,96.6
金华,2025-09,2025,9,99.7,97.4,99.5,95.0
银川,2025-09,2025,9,99.4,96.8,99.5,95.2
锦州,2025-09,2025,9,99.9,97.0,99.6,93.6
长春,2025-09,2025,9,100.1,97.2,99.6,94.8
长沙,2025-09,2025,9,99.6,98.4,99.2,93.4
青岛,2025-09,2025,9,99.5,98.7,99.4,95.5
韶关,2025-09,2025,9,99.9,96.8,99.6,95.1
三亚,2025-10,2025,10,99.5,99.9,98.9,94.0
上海,2025-10,2025,10,100.3,105.7,99.1,96.6
丹东,2025-10,2025,10,99.9,96.4,99.9,95.4
乌鲁木齐,2025-10,2025,10,100.2,100.9,99.6,95.7
九江,2025-10,2025,10,99.1,95.9,99.2,94.7
兰州,2025-10,2025,10,99.8,96.6,99.7,95.3
包头,2025-10,2025,10,99.3,94.1,99.0,92.8
北京,2025-10,2025,10,99.9,98.0,98.9,95.3
北海,2025-10,2025,10,99.6,94.6,99.4,94.3
南京,2025-10,2025,10,99.3,98.0,99.1,93.6
南充,2025-10,2025,10,99.8,97.9,99.7,96.9
南宁,2025-10,2025,10,99.4,100.6,99.5,94.5
南昌,2025-10,2025,10,99.6,95.9,98.9,93.8
厦门,2025-10,2025,10,99.6,98.6,99.0,94.9
合肥,2025-10,2025,10,100.1,100.4,99.3,93.5
吉林,2025-10,2025,10,99.7,96.3,99.3,95.3
呼和浩特,2025-10,2025,10,99.9,95.4,99.5,93.2
哈尔滨,2025-10,2025,10,99.7,97.6,99.5,94.4
唐山,2025-10,2025,10,99.3,94.2,99.2,91.7
大理,2025-10,2025,10,99.6,95.8,99.2,95.2
大连,2025-10,2025,10,99.9,98.1,99.5,94.8
天津,2025-10,2025,10,99.3,98.5,99.5,96.6
太原,2025-10,2025,10,99.6,100.0,99.7,95.9
宁波,2025-10,2025,10,99.6,99.9,99.1,94.0
安庆,2025-10,2025,10,99.7,96.3,99.6,93.1
宜昌,2025-10,2025,10,99.8,100.5,99.6,96.1
岳阳,2025-10,2025,10,99.4,95.6,99.2,95.0
常德,2025-10,2025,10,99.3,96.6,99.1,92.4
平顶山,2025-10,2025,10,99.9,99.5,99.1,94.7
广州,2025-10,2025,10,99.2,95.8,99.1,93.6
徐州,2025-10,2025,10,99.1,95.4,98.8,92.1
惠州,2025-10,2025,10,99.1,97.2,99.6,93.2
成都,2025-10,2025,10,99.0,100.7,99.2,98.5
扬州,2025-10,2025,10,99.4,94.6,99.1,92.4
无锡,2025-10,2025,10,99.4,96.2,99.0,95.0
昆明,2025-10,2025,10,99.1,95.2,99.4,93.1
杭州,2025-10,2025,10,100.1,104.0,99.7,97.6
桂林,2025-10,2025,10,99.5,96.6,99.5,94.4
武汉,2025-10,2025,10,99.4,97.9,99.3,93.1
沈阳,2025-10,2025,10,100.2,100.0,99.8,96.1
泉州,2025-10,2025,10,99.6,97.5,99.5,95.2
泸州,2025-10,2025,10,99.4,95.2,99.0,94.2
洛阳,2025-10,2025,10,99.6,97.1,99.1,95.7
济南,2025-10,2025,10,99.3,97.6,99.4,95.4
济宁,2025-10,2025,10,99.7,96.7,99.7,94.1
海口,2025-10,2025,10,99.7,95.6,99.4,96.5
深圳,2025-10,2025,10,99.3,97.4,99.1,96.7
温州,2025-10,2025,10,99.3,96.2,99.1,93.4
湛江,2025-10,2025,10,99.0,98.1,99.2,94.4
烟台,2025-10,2025,10,99.6,96.0,99.1,93.0
牡丹江,2025-10,2025,10,99.7,97.4,99.6,95.8
石家庄,2025-10,2025,10,99.5,96.3,99.5,95.1
福州,2025-10,2025,10,99.4,98.1,99.5,94.3
秦皇岛,2025-10,2025,10,99.8,95.3,99.6,92.3
蚌埠,2025-10,2025,10,99.6,96.3,99.5,95.2
襄阳,2025-10,2025,10,99.2,95.9,99.1,93.1
西宁,2025-10,2025,10,99.4,96.4,99.9,97.0
西安,2025-10,2025,10,99.2,94.8,99.0,92.6
贵阳,2025-10,2025,10,99.4,96.7,99.5,95.1
赣州,2025-10,2025,10,99.8,98.0,99.6,95.9
遵义,2025-10,2025,10,99.4,97.2,99.5,95.0
郑州,2025-10,2025,10,99.2,96.8,99.2,91.8
重庆,2025-10,2025,10,99.4,97.4,99.2,95.4
金华,2025-10,2025,10,99.2,97.1,99.3,94.9
银川,2025-10,2025,10,99.6,96.5,99.3,94.7
锦州,2025-10,2025,10,99.6,97.1,99.8,94.4
长春,2025-10,2025,10,99.7,97.1,99.4,94.8
长沙,2025-10,2025,10,99.4,98.7,99.0,93.0
青岛,2025-10,2025,10,99.6,98.9,99.2,95.3
韶关,2025-10,2025,10,100.2,97.3,99.4,94.9
三亚,2025-11,2025,11,99.5,99.8,98.8,93.4
上海,2025-11,2025,11,100.1,105.1,99.2,95.4
丹东,2025-11,2025,11,99.7,96.5,99.8,96.4
乌鲁木齐,2025-11,2025,11,99.9,100.8,99.7,95.7
九江,2025-11,2025,11,99.3,96.2,99.1,94.2
兰州,2025-11,2025,11,99.7,96.5,99.4,94.9
包头,2025-11,2025,11,99.4,93.9,99.1,92.6
北京,2025-11,2025,11,99.5,97.9,98.7,93.2
北海,2025-11,2025,11,99.1,94.2,99.5,94.2
南京,2025-11,2025,11,100.2,98.1,99.0,92.7
南充,2025-11,2025,11,99.6,97.3,99.1,96.3
南宁,2025-11,2025,11,99.3,99.9,99.2,94.2
南昌,2025-11,2025,11,99.7,95.7,99.2,93.5
厦门,2025-11,2025,11,99.7,97.8,99.0,93.6
合肥,2025-11,2025,11,100.3,101.3,99.1,93.0
吉林,2025-11,2025,11,99.6,96.3,99.5,95.2
呼和浩特,2025-11,2025,11,99.8,95.8,99.4,93.7
哈尔滨,2025-11,2025,11,99.6,97.5,99.4,94.6
唐山,2025-11,2025,11,99.4,94.3,99.4,92.0
大理,2025-11,2025,11,99.4,95.6,99.4,95.0
大连,2025-11,2025,11,100.0,98.9,99.8,95.0
天津,2025-11,2025,11,99.6,97.8,99.3,95.7
太原,2025-11,2025,11,99.3,99.3,99.2,95.4
宁波,2025-11,2025,11,99.9,99.5,99.7,93.7
安庆,2025-11,2025,11,100.0,96.5,99.7,93.3
宜昌,2025-11,2025,11,99.8,100.0,99.5,95.9
岳阳,2025-11,2025,11,99.5,95.3,99.3,94.7
常德,2025-11,2025,11,99.2,96.6,99.4,92.2
平顶山,2025-11,2025,11,99.9,99.3,99.4,94.4
广州,2025-11,2025,11,99.5,95.7,98.8,92.8
徐州,2025-11,2025,11,99.2,95.0,99.0,91.0
惠州,2025-11,2025,11,99.2,97.0,99.7,93.3
成都,2025-11,2025,11,99.3,99.5,99.1,96.9
扬州,2025-11,2025,11,100.1,95.1,98.6,92.0
无锡,2025-11,2025,11,99.0,96.0,99.5,94.8
昆明,2025-11,2025,11,99.1,94.6,99.2,92.9
杭州,2025-11,2025,11,99.8,103.0,99.1,95.9
桂林,2025-11,2025,11,99.2,96.1,99.3,94.1
武汉,2025-11,2025,11,99.5,97.0,99.0,92.3
沈阳,2025-11,2025,11,100.1,100.2,99.9,96.1
泉州,2025-11,2025,11,99.7,98.5,99.4,95.5
泸州,2025-11,2025,11,99.3,94.8,99.2,93.9
洛阳,2025-11,2025,11,99.4,96.7,99.5,95.8
济南,2025-11,2025,11,99.6,97.4,99.5,95.6
济宁,2025-11,2025,11,99.3,96.1,99.2,93.5
海口,2025-11,2025,11,99.3,95.2,99.0,95.5
深圳,2025-11,2025,11,99.1,96.3,99.0,95.2
温州,2025-11,2025,11,99.5,95.8,99.2,93.9
湛江,2025-11,2025,11,99.6,96.8,99.4,94.1
烟台,2025-11,2025,11,99.4,95.8,99.1,92.5
牡丹江,2025-11,2025,11,99.8,97.7,99.9,96.4
石家庄,2025-11,2025,11,99.5,95.9,99.4,94.8
福州,2025-11,2025,11,99.4,97.8,99.3,94.0
秦皇岛,2025-11,2025,11,99.6,95.5,99.4,92.6
蚌埠,2025-11,2025,11,99.9,96.6,99.8,95.4
襄阳,2025-11,2025,11,100.3,96.6,99.5,93.3
西宁,2025-11,2025,11,99.5,96.5,99.7,97.5
西安,2025-11,2025,11,99.6,94.6,98.9,91.8
贵阳,2025-11,2025,11,100.2,96.9,99.7,95.2
赣州,2025-11,2025,11,99.7,97.8,99.5,95.5
遵义,2025-11,2025,11,99.7,97.5,99.6,95.1
郑州,2025-11,2025,11,99.4,96.5,99.3,91.6
重庆,2025-11,2025,11,100.1,97.1,99.6,94.7
金华,2025-11,2025,11,99.6,97.3,99.1,94.6
银川,2025-11,2025,11,100.0,96.7,99.0,94.1
锦州,2025-11,2025,11,99.9,96.8,99.7,95.0
长春,2025-11,2025,11,99.6,96.5,99.7,94.6
长沙,2025-11,2025,11,99.2,98.4,99.5,92.9
青岛,2025-11,2025,11,99.8,98.9,99.4,95.0
韶关,2025-11,2025,11,99.9,97.6,99.9,95.3
三亚,2025-12,2025,12,100.1,99.4,99.3,93.3
上海,2025-12,2025,12,100.2,104.8,99.4,93.9
丹东,2025-12,2025,12,100.0,96.9,99.7,96.4
乌鲁木齐,2025-12,2025,12,99.8,100.6,99.3,95.5
九江,2025-12,2025,12,99.8,96.3,99.2,93.8
兰州,2025-12,2025,12,99.2,95.9,99.4,94.5
包头,2025-12,2025,12,99.0,93.2,99.3,92.4
北京,2025-12,2025,12,99.6,97.6,98.7,91.5
北海,2025-12,2025,12,99.3,93.8,99.2,93.8
南京,2025-12,2025,12,100.0,97.5,98.8,91.6
南充,2025-12,2025,12,99.5,96.4,99.2,95.7
南宁,2025-12,2025,12,99.8,99.3,99.1,93.8
南昌,2025-12,2025,12,99.6,95.5,99.5,93.4
厦门,2025-12,2025,12,99.5,96.9,99.1,92.4
合肥,2025-12,2025,12,100.0,101.5,99.2,92.7
吉林,2025-12,2025,12,100.1,96.9,99.6,95.1
呼和浩特,2025-12,2025,12,99.5,96.0,99.4,94.1
哈尔滨,2025-12,2025,12,99.5,97.5,99.4,94.5
唐山,2025-12,2025,12,99.3,94.0,99.2,91.7
大理,2025-12,2025,12,99.8,95.6,99.3,94.6
大连,2025-12,2025,12,99.8,98.9,99.3,94.6
天津,2025-12,2025,12,99.4,97.0,99.1,94.7
太原,2025-12,2025,12,99.8,99.1,99.6,95.2
宁波,2025-12,2025,12,99.9,99.0,99.4,93.6
安庆,2025-12,2025,12,99.8,96.8,99.5,93.4
宜昌,2025-12,2025,12,100.1,100.4,99.5,95.4
岳阳,2025-12,2025,12,99.7,95.6,99.4,94.6
常德,2025-12,2025,12,99.4,96.0,99.3,92.0
平顶山,2025-12,2025,12,99.5,98.7,99.2,93.8
广州,2025-12,2025,12,99.4,95.2,99.0,92.2
徐州,2025-12,2025,12,99.6,94.8,98.9,90.0
惠州,2025-12,2025,12,99.5,96.4,99.4,93.2
成都,2025-12,2025,12,99.3,98.2,98.9,95.5
扬州,2025-12,2025,12,100.0,95.1,99.1,91.7
无锡,2025-12,2025,12,99.8,95.6,99.2,94.5
昆明,2025-12,2025,12,99.4,94.2,99.1,92.6
杭州,2025-12,2025,12,99.7,102.2,99.6,95.7
桂林,2025-12,2025,12,99.2,95.6,99.1,93.6
武汉,2025-12,2025,12,100.0,96.6,98.8,91.0
沈阳,2025-12,2025,12,99.7,99.7,99.8,96.3
泉州,2025-12,2025,12,99.6,97.7,99.4,95.3
泸州,2025-12,2025,12,99.1,94.1,99.0,93.3
洛阳,2025-12,2025,12,99.3,96.2,99.5,95.6
济南,2025-12,2025,12,99.8,97.4,99.1,94.9
济宁,2025-12,2025,12,99.4,95.8,99.3,93.0
海口,2025-12,2025,12,99.4,95.1,98.9,94.2
深圳,2025-12,2025,12,99.5,95.6,99.4,94.6
温州,2025-12,2025,12,99.7,95.9,99.3,93.8
湛江,2025-12,2025,12,99.2,96.5,99.3,94.1
烟台,2025-12,2025,12,99.7,95.9,99.3,92.4
牡丹江,2025-12,2025,12,100.0,97.9,99.8,96.6
石家庄,2025-12,2025,12,99.8,96.1,99.3,94.6
福州,2025-12,2025,12,99.2,96.9,99.4,93.8
秦皇岛,2025-12,2025,12,99.4,95.3,99.1,92.3
蚌埠,2025-12,2025,12,99.7,96.6,99.5,95.3
襄阳,2025-12,2025,12,99.6,96.5,99.4,93.1
西宁,2025-12,2025,12,99.7,96.9,99.8,98.2
西安,2025-12,2025,12,99.5,94.4,98.9,91.0
贵阳,2025-12,2025,12,99.7,96.7,99.5,95.0
赣州,2025-12,2025,12,99.3,96.8,99.4,94.5
遵义,2025-12,2025,12,99.8,97.4,99.4,95.0
郑州,2025-12,2025,12,99.1,95.2,99.2,91.2
重庆,2025-12,2025,12,99.7,97.1,99.0,94.0
金华,2025-12,2025,12,99.3,96.8,99.3,94.4
银川,2025-12,2025,12,99.8,96.5,99.2,93.5
锦州,2025-12,2025,12,99.8,97.0,99.8,95.5
长春,2025-12,2025,12,100.2,97.2,99.8,95.2
长沙,2025-12,2025,12,99.6,97.9,99.3,92.3
青岛,2025-12,2025,12,99.5,98.2,99.1,94.4
韶关,2025-12,2025,12,100.1,98.3,99.5,95.6
