模拟编号,样本均值
2140,3.96
2141,3.22
2142,3.22
2143,3.4
2144,3.1
2145,3.6
2146,3.84
2147,3.44
2148,3.54
2149,3.72
2150,3.26
2151,3.6
2152,3.58
2153,3.74
2154,3.54
2155,3.48
2156,3.36
2157,3.5
2158,3.72
2159,3.56
2160,3.48
2161,3.62
2162,3.3
2163,3.72
2164,3.52
2165,3.72
2166,3.44
2167,3.64
2168,3.3
2169,3.56
2170,3.84
2171,3.44
2172,3.1
2173,3.62
2174,3.64
2175,3.3
2176,3.8
2177,3.18
2178,3.48
2179,3.78
2180,3.5
2181,3.86
2182,3.6
2183,3.48
2184,3.74
2185,3.36
2186,2.98
2187,3.22
2188,3.36
2189,3.66
2190,3.1
2191,3.28
2192,3.36
2193,3.7
2194,3.06
2195,3.62
2196,3.6
2197,3.66
2198,3.54
2199,3.74
2200,3.22
2201,3.4
2202,3.54
2203,3.4
2204,3.42
2205,3.52
2206,3.78
2207,3.04
2208,3.66
2209,3.24
2210,3.24
2211,3.32
2212,3.26
2213,3.32
2214,3.9
2215,3.46
2216,3.46
2217,3.28
2218,3.64
2219,3.82
2220,3.42
2221,3.46
2222,3.76
2223,3.28
2224,3.54
2225,3.9
2226,3.24
2227,3.22
2228,3.36
2229,3.32
2230,3.14
2231,3.5
2232,3.0
2233,3.28
2234,3.6
2235,3.56
2236,3.12
2237,3.4
2238,3.18
2239,3.32
2240,3.24
2241,3.66
2242,3.14
2243,3.1
2244,3.3
2245,3.2
2246,3.56
2247,3.62
2248,4.06
2249,3.28
2250,3.4
2251,3.46
2252,3.42
2253,3.44
2254,3.42
2255,3.24
2256,3.36
2257,3.38
2258,3.66
2259,3.04
2260,3.46
2261,3.24
2262,3.48
2263,3.2
2264,3.96
2265,3.38
2266,3.68
2267,3.58
2268,3.7
2269,3.72
2270,3.52
2271,3.44
2272,3.36
2273,3.4
2274,3.24
2275,3.58
2276,3.4
2277,3.76
2278,3.72
2279,3.18
2280,3.6
2281,3.5
2282,3.62
2283,3.26
2284,3.5
2285,3.56
2286,3.52
2287,2.92
2288,3.22
2289,3.16
2290,3.6
2291,3.56
2292,3.68
2293,3.24
2294,3.54
2295,3.64
2296,3.2
2297,3.18
2298,3.52
2299,3.44
2300,3.42
2301,3.56
2302,3.92
2303,3.32
2304,3.24
2305,3.4
2306,3.4
2307,3.86
2308,3.22
2309,3.86
2310,3.6
2311,3.04
2312,3.4
2313,3.18
2314,3.44
2315,3.84
2316,3.44
2317,3.5
2318,3.28
2319,3.18
2320,3.3
2321,3.68
2322,3.52
2323,3.38
2324,3.76
2325,3.64
2326,3.5
2327,3.7
2328,3.6
2329,3.54
2330,3.6
2331,3.68
2332,3.76
2333,3.64
2334,3.46
2335,3.56
2336,3.6
2337,3.62
2338,3.66
2339,3.18
2340,3.7
2341,3.6
2342,3.58
2343,3.24
2344,3.64
2345,3.22
2346,3.54
2347,3.48
2348,3.34
2349,3.22
2350,3.48
2351,3.24
2352,3.5
2353,3.6
2354,3.44
2355,3.24
2356,3.8
2357,3.46
2358,3.42
2359,3.64
2360,3.6
2361,3.54
2362,3.64
2363,3.82
2364,3.44
2365,3.46
2366,3.06
2367,3.72
2368,3.38
2369,3.84
2370,3.56
2371,3.62
2372,3.04
2373,4.1
2374,4.12
2375,3.22
2376,3.62
2377,3.8
2378,3.74
2379,4.1
2380,3.1
2381,3.52
2382,3.3
2383,3.6
2384,3.32
2385,3.02
2386,3.48
2387,3.64
2388,3.54
2389,3.32
2390,3.04
2391,3.08
2392,3.32
2393,3.42
2394,3.52
2395,3.16
2396,3.62
2397,3.3
2398,3.98
2399,3.42
2400,3.64
2401,3.16
2402,3.78
2403,3.72
2404,3.38
2405,3.52
2406,3.94
2407,3.46
2408,3.54
2409,3.54
2410,3.24
2411,3.18
2412,3.48
2413,3.44
2414,3.68
2415,3.5
2416,3.28
2417,3.14
2418,3.72
2419,3.7
2420,3.34
2421,3.64
2422,3.5
2423,3.68
2424,3.84
2425,3.68
2426,3.56
2427,3.98
2428,3.34
2429,3.16
2430,3.36
2431,3.78
2432,3.38
2433,3.76
2434,3.5
2435,3.3
2436,3.86
2437,3.52
2438,3.58
2439,3.28
2440,3.4
2441,3.88
2442,3.74
2443,3.7
2444,3.32
2445,3.78
2446,3.08
2447,3.5
2448,3.6
2449,3.94
2450,3.54
2451,3.76
2452,3.68
2453,3.58
2454,3.24
2455,3.58
2456,3.8
2457,3.36
2458,2.88
2459,3.62
2460,3.22
2461,3.72
2462,3.24
2463,3.2
2464,3.56
2465,3.76
2466,3.5
2467,3.8
2468,3.86
2469,2.9
2470,3.56
2471,3.18
2472,3.52
2473,3.48
2474,3.64
2475,3.86
2476,3.66
2477,3.58
2478,3.48
2479,4.14
2480,3.54
2481,3.56
2482,2.92
2483,2.96
2484,3.42
2485,3.96
2486,3.84
2487,3.14
2488,3.56
2489,3.36
2490,3.12
2491,3.54
2492,3.02
2493,3.2
2494,3.54
2495,3.1
2496,3.02
2497,3.46
2498,3.78
2499,3.24
2500,2.92
2501,3.7
2502,3.22
2503,3.84
2504,3.64
2505,3.72
2506,3.34
2507,3.44
2508,3.6
2509,3.06
2510,3.32
2511,3.26
2512,3.72
2513,3.62
2514,3.36
2515,3.58
2516,3.62
2517,3.32
2518,3.54
2519,3.1
2520,3.4
2521,3.7
2522,3.66
2523,3.58
2524,3.56
2525,3.74
2526,3.32
2527,2.86
2528,3.36
2529,3.34
2530,3.58
2531,3.84
2532,3.52
2533,3.24
2534,3.56
2535,3.0
2536,3.44
2537,3.46
2538,3.24
2539,4.04
2540,3.68
2541,3.32
2542,3.6
2543,3.64
2544,3.76
2545,3.4
2546,3.76
2547,3.52
2548,2.96
2549,3.32
2550,3.54
2551,3.2
2552,3.78
2553,3.46
2554,3.4
2555,3.38
2556,4.0
2557,3.5
2558,3.54
2559,3.38
2560,3.54
2561,3.28
2562,3.98
2563,3.48
2564,3.46
2565,3.64
2566,3.08
2567,3.94
2568,3.38
2569,3.34
2570,3.6
2571,3.64
2572,3.58
2573,3.1
2574,3.34
2575,3.48
2576,3.4
2577,3.62
2578,3.44
2579,3.54
2580,3.96
2581,3.14
2582,3.68
2583,3.3
2584,3.5
2585,3.5
2586,3.28
2587,3.66
2588,3.3
2589,4.1
2590,3.52
2591,3.24
2592,3.72
2593,3.2
2594,3.66
2595,3.7
2596,3.5
2597,3.66
2598,3.68
2599,3.46
2600,3.54
2601,3.12
2602,3.66
2603,3.68
2604,3.0
2605,3.56
2606,3.52
2607,3.22
2608,3.1
2609,3.48
2610,3.46
2611,3.46
2612,3.64
2613,3.78
2614,3.7
2615,3.34
2616,3.76
2617,3.6
2618,3.6
2619,4.0
2620,3.32
2621,3.62
2622,3.66
2623,3.56
2624,3.58
2625,3.82
2626,3.14
2627,3.6
2628,3.5
2629,3.32
2630,3.54
2631,3.56
2632,3.38
2633,3.68
2634,3.38
2635,3.52
2636,3.46
2637,3.92
2638,3.26
2639,3.3
2640,3.74
2641,3.24
2642,3.42
2643,3.76
2644,3.24
2645,3.56
2646,3.6
2647,3.7
2648,3.62
2649,3.98
2650,3.58
2651,3.5
2652,3.76
2653,3.56
2654,3.52
2655,3.52
2656,3.42
2657,3.46
2658,3.68
2659,3.32
2660,3.56
2661,3.52
2662,3.36
2663,3.84
2664,3.34
2665,3.7
2666,3.56
2667,3.26
2668,3.6
2669,3.66
2670,3.24
2671,3.64
2672,3.24
2673,3.5
2674,3.56
2675,3.3
2676,3.68
2677,3.24
2678,3.32
2679,3.74
2680,3.66
2681,3.44
2682,3.76
2683,3.34
2684,3.3
2685,3.3
2686,2.84
2687,3.7
2688,3.98
2689,3.78
2690,3.34
2691,3.62
2692,3.94
2693,3.36
2694,3.52
2695,3.62
2696,3.28
2697,4.04
2698,3.72
2699,3.6
2700,3.48
2701,4.04
2702,3.34
2703,3.7
2704,3.58
2705,3.88
2706,3.2
2707,3.44
2708,3.84
2709,3.52
2710,3.16
2711,3.78
2712,3.08
2713,3.4
2714,3.32
2715,3.62
2716,3.48
2717,3.84
2718,3.4
2719,3.72
2720,3.44
2721,3.4
2722,3.62
2723,3.94
2724,3.52
2725,3.46
2726,4.0
2727,2.98
2728,3.28
2729,3.32
2730,2.8
2731,3.0
2732,3.54
2733,3.82
2734,3.36
2735,3.62
2736,3.86
2737,3.72
2738,3.46
2739,3.58
2740,3.48
2741,3.52
2742,3.58
2743,3.24
2744,3.16
2745,3.9
2746,3.18
2747,3.54
2748,3.52
2749,3.1
2750,3.02
2751,3.32
2752,3.5
2753,4.04
2754,4.08
2755,3.12
2756,3.34
2757,3.64
2758,3.5
2759,3.34
2760,3.56
2761,3.72
2762,3.4
2763,3.4
2764,3.58
2765,3.4
2766,3.58
2767,3.3
2768,3.44
2769,3.34
2770,3.26
2771,3.54
2772,3.52
2773,3.16
2774,3.74
2775,3.36
2776,3.44
2777,3.68
2778,3.6
2779,3.5
2780,3.46
2781,3.72
2782,3.66
2783,3.98
2784,3.22
2785,3.02
2786,3.8
2787,3.66
2788,3.3
2789,3.46
2790,3.6
2791,3.64
2792,3.74
2793,3.94
2794,3.58
2795,3.56
2796,3.6
2797,3.08
2798,3.22
2799,3.04
2800,3.5
2801,3.72
2802,3.5
2803,3.24
2804,3.48
2805,3.68
2806,3.06
2807,3.7
2808,3.62
2809,3.34
2810,3.42
2811,3.52
2812,3.56
2813,3.8
2814,3.42
2815,3.78
2816,3.34
2817,3.42
2818,3.54
2819,3.3
2820,3.3
2821,3.72
2822,3.2
2823,3.5
2824,3.68
2825,3.52
2826,3.54
2827,3.54
2828,3.44
2829,3.44
2830,3.78
2831,3.26
2832,3.46
2833,3.54
2834,3.62
2835,3.58
2836,3.48
2837,3.78
2838,3.32
2839,3.52
2840,3.5
2841,3.32
2842,3.28
2843,3.16
2844,3.66
2845,3.66
2846,3.54
2847,3.52
2848,3.64
2849,3.64
2850,3.26
2851,3.14
2852,3.44
2853,3.86
2854,3.5
2855,3.72
2856,3.36
2857,3.68
2858,3.38
2859,3.84
2860,3.56
2861,3.52
2862,3.58
2863,4.0
2864,3.42
2865,3.28
2866,3.42
2867,3.28
2868,3.18
2869,3.24
2870,3.92
2871,3.48
2872,3.42
2873,3.52
2874,3.6
2875,3.48
2876,3.58
2877,3.52
2878,3.34
2879,3.6
2880,3.22
2881,3.32
2882,3.26
2883,3.2
2884,3.46
2885,3.46
2886,3.3
2887,3.5
2888,3.74
2889,3.26
2890,3.34
2891,3.34
2892,3.44
2893,3.3
2894,3.38
2895,3.66
2896,3.68
2897,3.56
2898,3.22
2899,3.68
2900,3.52
2901,3.38
2902,3.5
2903,3.48
2904,3.58
2905,3.68
2906,3.2
2907,3.46
2908,3.5
2909,3.82
2910,3.26
2911,3.56
2912,3.3
2913,3.46
2914,3.48
2915,3.96
2916,3.66
2917,3.46
2918,3.32
2919,3.3
2920,3.58
2921,3.4
2922,3.34
2923,3.64
2924,3.76
2925,3.8
2926,4.0
2927,3.74
2928,3.84
2929,3.4
2930,3.1
2931,3.3
2932,3.38
2933,3.22
2934,3.66
2935,3.62
2936,3.36
2937,3.12
2938,3.44
2939,3.62
2940,3.06
2941,3.22
2942,3.68
2943,3.5
2944,3.32
2945,3.32
2946,3.44
2947,2.94
2948,3.76
2949,3.52
2950,3.56
2951,3.44
2952,3.54
2953,3.26
2954,3.5
2955,3.06
2956,3.48
2957,4.14
2958,3.68
2959,3.24
2960,3.82
2961,3.38
2962,3.32
2963,3.54
2964,3.22
2965,3.6
2966,3.62
2967,3.36
2968,3.26
2969,3.36
2970,3.7
2971,3.82
2972,3.06
2973,3.3
2974,3.38
2975,3.5
2976,3.74
2977,3.26
2978,3.66
2979,3.62
2980,3.4
2981,3.76
2982,3.26
2983,3.66
2984,3.46
2985,3.5
2986,3.04
2987,3.36
2988,3.26
2989,3.46
2990,3.7
2991,3.3
2992,3.74
2993,3.54
2994,3.44
2995,3.54
2996,3.28
2997,2.98
2998,3.8
2999,3.26
3000,3.32
3001,3.44
3002,3.92
3003,3.12
3004,3.52
3005,3.64
3006,3.4
3007,3.62
3008,3.32
3009,3.38
3010,3.14
3011,3.12
3012,3.52
3013,3.58
3014,3.64
3015,3.34
3016,3.52
3017,3.58
3018,3.78
3019,3.52
3020,3.86
3021,3.72
3022,3.34
3023,3.74
3024,3.4
3025,3.38
3026,3.86
3027,3.36
3028,3.42
3029,3.48
3030,3.32
3031,3.76
3032,3.38
3033,3.5
3034,3.54
3035,3.76
3036,3.32
3037,3.52
3038,3.44
3039,3.24
3040,3.32
3041,3.4
3042,3.06
3043,3.54
3044,3.44
3045,3.92
3046,3.62
3047,3.64
3048,3.1
3049,3.6
3050,3.32
3051,3.04
3052,3.26
3053,3.38
3054,3.58
3055,3.56
3056,3.32
3057,3.34
3058,3.7
3059,3.66
3060,3.72
3061,3.34
3062,3.3
3063,3.44
3064,3.6
3065,3.58
3066,3.5
3067,3.12
3068,2.98
3069,3.24
3070,3.64
3071,3.82
3072,3.24
3073,3.18
3074,3.52
3075,3.86
3076,3.84
3077,3.36
3078,3.94
3079,3.42
3080,3.48
3081,3.54
3082,3.54
3083,3.44
3084,3.7
3085,3.26
3086,3.12
3087,3.4
3088,3.46
3089,3.68
3090,3.48
3091,3.58
3092,3.16
3093,3.48
3094,3.7
3095,3.42
3096,3.6
3097,3.44
3098,3.76
3099,3.52
3100,3.84
3101,3.38
3102,3.38
3103,3.32
3104,3.16
3105,3.92
3106,3.26
3107,3.54
3108,3.24
3109,3.46
3110,3.52
3111,3.42
3112,3.46
3113,3.5
3114,3.32
3115,3.28
3116,3.32
3117,3.48
3118,3.84
3119,3.3
3120,3.64
3121,3.24
3122,3.3
3123,3.42
3124,2.98
3125,3.42
3126,3.76
3127,3.74
3128,3.8
3129,3.88
3130,3.32
3131,3.26
3132,3.62
3133,3.02
3134,3.72
3135,3.64
3136,3.78
3137,3.44
3138,3.62
3139,3.82
3140,3.82
3141,3.5
3142,3.74
3143,3.58
3144,3.54
3145,3.58
3146,3.84
3147,3.2
3148,3.26
3149,3.46
3150,3.16
3151,4.04
3152,3.56
3153,3.58
3154,3.68
3155,3.72
3156,3.66
3157,3.46
3158,3.48
3159,3.66
3160,3.0
3161,3.34
3162,3.52
3163,4.02
3164,2.98
3165,3.88
3166,3.06
3167,3.58
3168,3.18
3169,3.6
3170,3.68
3171,3.62
3172,3.22
3173,3.42
3174,3.46
3175,3.38
3176,3.32
3177,3.88
3178,3.38
3179,3.42
3180,3.82
3181,3.04
3182,3.52
3183,3.6
3184,3.64
3185,3.56
3186,3.24
3187,3.44
3188,3.9
3189,3.56
3190,3.38
3191,3.24
3192,3.36
3193,2.96
3194,3.08
3195,3.6
3196,3.7
3197,3.44
3198,3.36
3199,3.18
3200,3.3
3201,3.62
3202,3.92
3203,3.2
3204,3.18
3205,3.6
3206,3.4
3207,3.76
3208,3.88
3209,3.46
3210,3.2
3211,3.44
3212,3.42
3213,3.42
3214,3.32
3215,3.62
3216,3.22
3217,3.82
3218,3.82
3219,3.52
3220,3.44
3221,3.18
3222,3.6
3223,3.82
3224,3.3
3225,3.42
3226,3.78
3227,3.76
3228,3.68
3229,3.38
3230,3.1
3231,3.7
3232,3.54
3233,3.74
3234,3.42
3235,3.28
3236,3.72
3237,3.44
3238,3.36
3239,3.1
3240,3.56
3241,3.34
3242,3.68
3243,4.2
3244,3.66
3245,3.64
3246,3.48
3247,3.46
3248,3.24
3249,3.6
3250,2.86
3251,3.5
3252,3.3
3253,3.56
3254,3.4
3255,3.66
3256,3.64
3257,3.66
3258,3.76
3259,3.56
3260,3.58
3261,3.3
3262,3.54
3263,3.32
3264,3.5
3265,3.22
3266,3.3
3267,2.98
3268,3.36
3269,3.68
3270,3.74
3271,2.8
3272,3.14
3273,3.6
3274,3.34
3275,3.28
3276,3.16
3277,3.42
3278,3.08
3279,3.44
3280,3.58
3281,3.58
3282,3.96
3283,3.76
3284,3.14
3285,3.2
3286,3.68
3287,3.7
3288,3.12
3289,2.98
3290,3.64
3291,3.84
3292,3.74
3293,3.74
3294,3.56
3295,3.34
3296,3.62
3297,3.42
3298,3.54
3299,4.1
3300,3.76
3301,3.6
3302,3.1
3303,3.5
3304,3.4
3305,3.08
3306,3.3
3307,3.44
3308,3.5
3309,3.34
3310,3.2
3311,3.46
3312,3.76
3313,3.58
3314,2.94
3315,3.34
3316,3.44
3317,3.86
3318,3.28
3319,3.9
3320,3.24
3321,3.14
3322,3.62
3323,3.48
3324,3.36
3325,3.32
3326,3.62
3327,3.62
3328,3.24
3329,3.44
3330,3.32
3331,3.18
3332,3.18
3333,3.78
3334,3.7
3335,3.28
3336,3.26
3337,3.38
3338,3.44
3339,3.38
3340,3.24
3341,3.82
3342,4.02
3343,3.66
3344,3.38
3345,3.48
3346,3.54
3347,3.78
3348,3.48
3349,3.46
3350,3.26
3351,3.52
3352,3.3
3353,3.38
3354,3.46
3355,3.74
3356,3.28
3357,3.64
3358,3.6
3359,3.34
3360,3.26
3361,3.48
3362,3.4
3363,4.08
3364,3.92
3365,3.48
3366,3.44
3367,3.4
3368,3.4
3369,3.32
3370,4.06
3371,3.26
3372,3.62
3373,3.02
3374,3.44
3375,3.5
3376,3.34
3377,3.24
3378,3.66
3379,3.36
3380,3.2
3381,3.48
3382,3.64
3383,3.62
3384,4.22
3385,3.52
3386,3.42
3387,3.32
3388,3.24
3389,3.3
3390,3.52
3391,3.94
3392,4.02
3393,3.56
3394,3.58
3395,3.12
3396,3.54
3397,3.6
3398,3.1
3399,3.68
3400,3.1
3401,3.68
3402,3.7
3403,3.28
3404,3.68
3405,3.5
3406,3.28
3407,3.4
3408,3.18
3409,3.68
3410,3.1
3411,3.34
3412,3.22
3413,3.24
3414,3.34
3415,3.36
3416,3.0
3417,3.52
3418,3.46
3419,3.24
3420,3.9
3421,3.54
3422,3.38
3423,3.86
3424,3.32
3425,3.3
3426,3.64
3427,3.38
3428,3.24
3429,3.4
3430,2.94
3431,3.36
3432,3.26
3433,3.86
3434,3.78
3435,3.6
3436,3.96
3437,3.68
3438,3.32
3439,3.42
3440,3.38
3441,3.4
3442,3.34
3443,3.04
3444,3.48
3445,3.38
3446,3.48
3447,3.36
3448,3.76
3449,3.78
3450,3.3
3451,3.86
3452,3.36
3453,3.36
3454,3.52
3455,3.58
3456,3.22
3457,3.24
3458,3.74
3459,3.32
3460,3.24
3461,3.42
3462,3.22
3463,3.68
3464,3.52
3465,3.58
3466,3.52
3467,3.52
3468,3.72
3469,3.84
3470,3.64
3471,3.3
3472,3.4
3473,3.28
3474,3.66
3475,3.3
3476,3.54
3477,3.9
3478,3.38
3479,3.26
3480,3.32
3481,3.34
3482,3.84
3483,3.56
3484,3.86
3485,3.66
3486,3.78
3487,3.68
3488,3.48
3489,3.24
3490,3.34
3491,3.3
3492,3.12
3493,3.46
3494,3.34
3495,3.3
3496,3.46
3497,3.36
3498,3.38
3499,3.76
3500,3.42
3501,3.56
3502,3.52
3503,3.6
3504,3.2
3505,3.36
3506,3.74
3507,3.86
3508,3.56
3509,3.36
3510,3.4
3511,3.34
3512,3.12
3513,3.54
3514,3.54
3515,3.62
3516,3.46
3517,3.8
3518,3.52
3519,3.22
3520,3.94
3521,3.28
3522,3.42
3523,3.1
3524,3.52
3525,3.7
3526,3.56
3527,3.52
3528,3.1
3529,3.28
3530,3.38
3531,3.56
3532,3.76
3533,3.6
3534,3.56
3535,3.62
3536,3.76
3537,3.3
3538,3.04
3539,3.14
3540,3.44
3541,3.78
3542,3.06
3543,3.16
3544,3.9
3545,3.9
3546,3.86
3547,3.44
3548,4.16
3549,3.28
3550,3.6
3551,3.46
3552,3.66
3553,3.58
3554,3.8
3555,3.68
3556,3.22
3557,3.58
3558,3.28
3559,3.56
3560,3.8
3561,3.18
3562,3.5
3563,3.66
3564,3.72
3565,3.52
3566,3.68
3567,3.52
3568,3.5
3569,3.86
3570,3.38
3571,3.2
3572,3.88
3573,4.1
3574,3.84
3575,3.26
3576,3.46
3577,3.32
3578,3.66
3579,3.14
3580,3.38
3581,3.6
3582,3.82
3583,3.52
3584,3.26
3585,3.58
3586,3.56
3587,3.24
3588,3.3
3589,3.72
3590,4.02
3591,3.42
3592,3.3
3593,3.56
3594,3.82
3595,3.56
3596,3.38
3597,3.16
3598,3.0
3599,3.38
3600,3.38
3601,3.34
3602,3.6
3603,3.24
3604,3.52
3605,3.46
3606,3.46
3607,3.22
3608,3.4
3609,3.82
3610,4.06
3611,3.7
3612,3.34
3613,3.28
3614,3.34
3615,3.26
3616,3.66
3617,3.88
3618,3.12
3619,3.64
3620,3.62
3621,3.24
3622,3.68
3623,3.7
3624,3.94
3625,3.46
3626,3.42
3627,3.24
3628,3.86
3629,3.82
3630,3.4
3631,3.28
3632,3.26
3633,3.52
3634,3.5
3635,3.78
3636,3.78
3637,3.28
3638,3.52
3639,4.02
3640,3.4
3641,4.02
3642,3.56
3643,3.4
3644,3.22
3645,3.54
3646,3.7
3647,3.74
3648,3.14
3649,3.28
3650,3.32
3651,3.38
3652,3.34
3653,3.28
3654,3.66
3655,4.0
3656,3.1
3657,3.26
3658,3.54
3659,3.1
3660,3.38
3661,3.7
3662,3.62
3663,3.02
3664,3.96
3665,3.62
3666,3.6
3667,3.74
3668,3.58
3669,3.66
3670,3.56
3671,3.42
3672,3.36
3673,3.4
3674,3.34
3675,2.92
3676,3.1
3677,3.4
3678,3.48
3679,3.36
3680,3.46
3681,3.8
3682,3.54
3683,3.62
3684,3.6
3685,3.42
3686,3.48
3687,3.44
3688,3.2
3689,3.28
3690,3.56
3691,3.52
3692,3.46
3693,3.5
3694,3.6
3695,3.68
3696,3.4
3697,3.26
3698,3.78
3699,3.36
3700,3.36
3701,3.7
3702,3.5
3703,4.06
3704,3.58
3705,3.36
3706,3.62
3707,3.34
3708,3.26
3709,3.36
3710,3.84
3711,3.32
3712,3.46
3713,3.4
3714,3.9
3715,3.74
3716,3.44
3717,3.2
3718,3.42
3719,3.3
3720,3.04
3721,3.66
3722,3.98
3723,3.64
3724,3.78
3725,3.48
3726,3.64
3727,3.22
3728,3.38
3729,3.66
3730,3.4
3731,3.58
3732,3.1
3733,3.5
3734,3.7
3735,3.42
3736,3.76
3737,3.38
3738,3.6
3739,3.38
3740,3.34
3741,3.42
3742,2.98
3743,3.08
3744,3.68
3745,3.88
3746,3.4
3747,3.34
3748,3.64
3749,3.98
3750,4.14
3751,4.0
3752,3.94
3753,3.72
3754,3.7
3755,3.4
3756,3.92
3757,3.32
3758,3.52
3759,3.72
3760,3.46
3761,3.26
3762,2.9
3763,3.64
3764,3.6
3765,3.78
3766,3.4
3767,3.0
3768,4.22
3769,3.36
3770,3.74
3771,3.92
3772,3.66
3773,3.34
3774,3.28
3775,3.6
3776,3.82
3777,2.94
3778,3.86
3779,2.98
3780,3.66
3781,3.3
3782,3.58
3783,3.54
3784,3.72
3785,3.72
3786,3.52
3787,3.04
3788,3.44
3789,3.64
3790,3.38
3791,3.64
3792,3.54
3793,3.56
3794,3.54
3795,3.32
3796,2.98
3797,3.82
3798,3.6
3799,3.18
3800,3.26
3801,3.78
3802,3.24
3803,3.44
3804,3.92
3805,3.2
3806,3.5
3807,3.72
3808,3.66
3809,3.64
3810,3.76
3811,3.68
3812,3.36
3813,3.8
3814,3.38
3815,3.56
3816,3.36
3817,3.74
3818,3.32
3819,3.46
3820,3.16
3821,3.44
3822,3.18
3823,3.8
3824,3.46
3825,3.5
3826,3.34
3827,3.42
3828,3.68
3829,3.4
3830,3.28
3831,3.58
3832,3.4
3833,3.8
3834,3.18
3835,3.32
3836,3.66
3837,3.42
3838,3.4
3839,3.5
3840,3.14
3841,3.74
3842,3.4
3843,3.52
3844,2.96
3845,3.92
3846,3.28
3847,3.5
3848,3.44
3849,3.6
3850,3.14
3851,3.34
3852,3.58
3853,3.6
3854,3.7
3855,3.5
3856,3.18
3857,3.7
3858,3.38
3859,3.78
3860,3.4
3861,3.1
3862,3.36
3863,3.56
3864,3.26
3865,3.4
3866,3.54
3867,3.24
3868,2.72
3869,3.74
3870,3.8
3871,3.0
3872,3.88
3873,3.76
3874,3.42
3875,3.42
3876,3.2
3877,3.64
3878,3.12
3879,4.1
3880,3.98
3881,3.14
3882,3.44
3883,3.76
3884,3.78
3885,3.56
3886,3.08
3887,3.7
3888,3.3
3889,3.56
3890,4.16
3891,3.28
3892,3.28
3893,3.04
3894,3.3
3895,3.68
3896,3.44
3897,3.1
3898,3.78
3899,3.3
3900,3.44
3901,2.8
3902,3.3
3903,3.36
3904,3.28
3905,3.56
3906,3.8
3907,3.42
3908,3.62
3909,3.28
3910,3.32
3911,3.4
3912,3.64
3913,3.78
3914,3.2
3915,3.58
3916,3.58
3917,3.56
3918,3.64
3919,3.92
3920,3.4
3921,3.3
3922,3.78
3923,3.42
3924,3.54
3925,3.46
3926,3.58
3927,3.3
3928,3.32
3929,3.9
3930,3.24
3931,3.52
3932,3.82
3933,3.46
3934,4.0
3935,3.48
3936,3.64
3937,3.24
3938,3.76
3939,3.88
3940,3.2
3941,3.36
3942,3.66
3943,3.5
3944,3.9
3945,3.7
3946,3.96
3947,3.86
3948,3.4
3949,3.44
3950,3.84
3951,3.7
3952,3.84
3953,3.86
3954,3.78
3955,3.82
3956,3.06
3957,2.92
3958,3.52
3959,3.52
3960,3.58
3961,3.14
3962,3.72
3963,3.84
3964,3.42
3965,3.34
3966,3.14
3967,3.26
3968,3.54
3969,3.16
3970,3.38
3971,3.66
3972,3.44
3973,3.04
3974,3.2
3975,3.68
3976,3.2
3977,3.44
3978,3.62
3979,3.5
3980,3.46
3981,3.26
3982,3.66
3983,3.36
3984,3.34
3985,3.46
3986,3.64
3987,3.48
3988,3.74
3989,3.54
3990,3.4
3991,3.34
3992,3.3
3993,3.44
3994,3.52
3995,3.42
3996,3.14
3997,3.68
3998,3.5
3999,3.6
4000,3.44
4001,3.2
4002,3.88
4003,3.1
4004,3.78
4005,3.42
4006,3.28
4007,3.28
4008,3.5
4009,3.4
4010,3.06
4011,3.38
4012,3.28
4013,3.46
4014,3.9
4015,4.06
4016,3.24
4017,3.32
4018,3.54
4019,3.24
4020,3.44
4021,3.86
4022,3.58
4023,3.62
4024,3.04
4025,2.96
4026,3.76
4027,3.64
4028,3.68
4029,3.22
4030,3.26
4031,3.66
4032,3.48
4033,3.68
4034,3.54
4035,3.76
4036,3.46
4037,3.42
4038,3.5
4039,3.16
4040,3.2
4041,3.18
4042,3.46
4043,3.26
4044,3.52
4045,3.36
4046,3.46
4047,3.34
4048,3.28
4049,3.2
4050,3.56
4051,3.56
4052,3.64
4053,3.54
4054,3.56
4055,3.6
4056,3.4
4057,3.52
4058,3.86
4059,3.16
4060,3.48
4061,2.98
4062,3.3
4063,3.42
4064,3.5
4065,3.42
4066,3.22
4067,3.7
4068,3.88
4069,3.48
4070,3.56
4071,3.08
4072,3.02
4073,3.42
4074,4.04
4075,3.5
4076,3.18
4077,3.12
4078,3.62
4079,3.54
4080,3.12
4081,3.52
4082,3.5
4083,3.04
4084,3.44
4085,3.4
4086,3.26
4087,3.32
4088,3.26
4089,3.58
4090,3.54
4091,3.7
4092,3.7
4093,3.4
4094,3.28
4095,3.9
4096,3.26
4097,3.72
4098,3.48
4099,3.74
4100,3.6
4101,3.54
4102,3.82
4103,3.2
4104,3.52
4105,3.4
4106,3.48
4107,3.28
4108,3.4
4109,3.64
4110,3.18
4111,3.76
4112,3.62
4113,3.6
4114,3.38
4115,3.3
4116,3.64
4117,3.62
4118,3.24
4119,3.68
4120,3.86
4121,3.5
4122,3.32
4123,3.32
4124,3.56
4125,3.06
4126,3.7
4127,3.2
4128,3.82
4129,3.78
4130,3.02
4131,3.66
4132,3.66
4133,3.72
4134,3.24
4135,3.46
4136,3.26
4137,3.46
